  35     0.0000    0.0000    0.0000    0.0000    0.0000 -14.8508 -14.1949 -13.3443  -9.7485  -0.1126  -0.9684  -0.8779   1.7321   0.0638  -0.7425   1.3060   0.3672   0.7591  -0.9000   0.7164   0.0607   0.8195   0.5002   0.0116  -0.3625  -0.2009  -0.4157   0.3868   0.7618   0.0820   0.1590   0.2954  -0.5339   0.3575  -0.0968  -0.3913   0.5527   0.0923   0.4929  -0.2983   0.5588   0.4792   0.3055  -0.2001   0.7347   0.1135   1.0139   0.2790   0.3111  -0.2328   0.7089   0.2938   0.1677   0.5125  -0.5469   0.6721   0.1742  -0.1388   0.5926  -0.1722   0.5995   0.3355   0.4672   0.0816  -0.4195   0.3538   0.3531   0.2042   0.7687   0.2267   0.8491   0.5236   0.0210   0.5668
  35     0.0000    0.0000    0.0000    0.0000    0.0000 -14.8613 -14.1767 -13.3452  -9.7329  -0.4417  -0.8418  -0.9344   1.7597   0.0322  -0.6700   1.2432   0.3808   0.6965  -0.7896   0.8074  -0.0115   0.7274   0.3942  -0.2504  -0.3723  -0.2378  -0.4033   0.3726   0.8391   0.2460   0.3052   0.3923  -0.5983   0.2161  -0.0156  -0.5195   0.5654   0.0308   0.2982  -0.3198   0.6159   0.1817   0.3380  -0.1839   0.9796  -0.1334   1.0458   0.2019   0.1666  -0.2629   0.5930  -0.0056   0.0976   0.1977  -0.6266   0.5642   0.1914  -0.1179   0.6055  -0.1052   0.6183   0.3068   0.2545   0.0267  -0.3733   0.1664   0.2810   0.1349   0.5607   0.4566   0.8386   0.4076  -0.2813   0.5613
   1     0.0000    0.0000    1.2093    0.0000    0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
   2   -14.7900  -14.7900    0.1831  -14.8613   -0.0713   1.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
   3     0.6560  -14.1340   -0.0500  -14.1767   -0.0427   0.0000   1.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
   4     1.5110  -13.2790   -0.0500  -13.3452   -0.0662   0.0000   0.0000   1.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
   5     4.7000  -10.0900    1.0122   -9.7329    0.3571   0.0000   0.0000   0.0000   1.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
   6   -31.3200  -31.3200    0.1500  -31.2179    0.1021   1.4673   0.3204   0.1295   0.0828   0.7336   0.6856   0.4360  -0.3484   0.1602   0.2038  -0.1628   0.0648  -0.1036   0.0414   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
   7     1.4970  -29.8230    0.1500  -29.6630    0.1600   1.6048   0.2062   0.1743   0.0146   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.7535  -0.0670   0.5386   0.4370   0.4852  -0.1484   0.0015  -0.0240  -0.0194  -0.0216   0.0066   0.0963   0.1562   0.1734  -0.0530   0.0000   0.0633   0.1406  -0.0430   0.0781  -0.0478   0.0073   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
   8     1.9790  -29.3410    0.1500  -29.1233    0.2177   1.9689   0.0301   0.0000   0.0010   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.9694  -0.3414  -0.0448   0.0301   0.0078   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0005   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
