nuc     error      exp      BAB theory   difference
rb     0.1500     0.8450     0.8364    -0.0086                  0.1025     0.1025     0.0000
rb     0.1500     1.3490     1.5174     0.1684 -                0.1040     0.1040     0.0000
rb     0.1500     1.3900     1.1702    -0.2198 ++               0.1071     0.1071     0.0000
rb     0.1500     1.4630     1.3922    -0.0708                  0.1066     0.1066     0.0000
rb     0.1500     1.5780     1.5422    -0.0358                  0.1058     0.1058     0.0000
rb     0.1500     1.6780     1.8234     0.1454 -                0.1066     0.1066     0.0000
rb     0.1500     3.0010     3.0969     0.0959                  0.1064     0.1064     0.0000
rb     0.1500     3.0990     3.0942    -0.0048                  0.1056     0.1056     0.0000
rb     0.1500     3.6440     3.6402    -0.0038                  0.1047     0.1047     0.0000
rb     0.1500     4.1510     4.1130    -0.0380                  0.1040     0.1040     0.0000
sr     0.1500  -768.4680  -768.5048    -0.0368                  0.1033     0.1033     0.0000
sr     0.1500     1.8360     1.8356    -0.0004                  0.1025     0.1025     0.0000
sr     0.1500     2.7340     2.7585     0.0245                  0.1018     0.1018     0.0000
sr     0.1500     3.1560     3.1999     0.0439                  0.1012     0.1012     0.0000
sr     0.1500     3.2180     3.1585    -0.0595                  0.1007     0.1007     0.0000
sr     0.1500     3.6350     3.5429    -0.0921                  0.1006     0.1006     0.0000
sr     0.1500     3.4870     3.4785    -0.0085                  0.0999     0.0999     0.0000
sr     0.1500     3.5850     3.5544    -0.0306                  0.0993     0.0993     0.0000
sr     0.1500     3.9530     3.8788    -0.0742                  0.0990     0.0990     0.0000
sr     1.0122     3.9920     3.9686    -0.0234                  0.0990     0.0990     0.0000
sr     0.1500     4.0200     4.0585     0.0385                  0.0984     0.0984     0.0000
 y     0.1500  -775.5470  -775.6442    -0.0972                  0.0984     0.0984     0.0000
 y     0.1500     0.9090     0.9409     0.0319                  0.0978     0.0978     0.0000
 y     0.1500     1.5070     1.4038    -0.1032 +                0.0979     0.0979     0.0000
 y     0.1500     1.7450     1.6671    -0.0779                  0.0976     0.0976     0.0000
 y     0.1500     2.2220     2.2006    -0.0214                  0.0970     0.0970     0.0000
 y     0.1500     2.5300     2.5701     0.0401                  0.0965     0.0965     0.0000
 y     0.1500     2.5670     2.5487    -0.0183                  0.0960     0.0960     0.0000
 y     0.1500     2.6220     2.6612     0.0392                  0.0955     0.0955     0.0000
 y     0.1500     2.8930     2.9237     0.0307                  0.0950     0.0950     0.0000
 y     0.1500     3.3430     3.2449    -0.0981                  0.0950     0.0950     0.0000
 y     0.1500     4.1320     4.1484     0.0164                  0.0944     0.0944     0.0000
 y     0.1500     4.4500     4.4783     0.0283                  0.0939     0.0939     0.0000
 y     0.1500     4.8390     4.8623     0.0233                  0.0934     0.0934     0.0000
zr     0.1500  -783.8970  -783.9184    -0.0214                  0.0929     0.0934     0.0214
zr     0.1500     1.7610     1.7957     0.0347                  0.0925     0.0934     0.0288
zr     0.1500     2.1860     2.2274     0.0414                  0.0921     0.0934     0.0335
zr     0.1500     2.3190     2.3062    -0.0128                  0.0916     0.0934     0.0297
zr     0.1500     2.7390     2.6946    -0.0444                  0.0912     0.0934     0.0332
zr     0.1500     2.7480     2.6936    -0.0544                  0.0909     0.0934     0.0376
zr     0.1500     3.0770     3.0874     0.0104                  0.0904     0.0934     0.0350
zr     0.1500     3.3090     3.2832    -0.0258                  0.0900     0.0934     0.0340
zr     0.1500     3.4480     3.4716     0.0236                  0.0895     0.0934     0.0330
zr     0.1500     3.5890     3.5049    -0.0841                  0.0895     0.0934     0.0411
zr     1.0122     4.3750     4.2754    -0.0996                  0.0895     0.0934     0.0411
zr     0.1500     5.2480     5.1661    -0.0819                  0.0894     0.0934     0.0463
zr     0.1500     5.6440     5.5300    -0.1140 +                0.0897     0.0934     0.0552
nb     0.1500  -789.0520  -789.0908    -0.0388                  0.0893     0.0934     0.0541
nb     0.1500     0.1050     0.1052     0.0002                  0.0889     0.0934     0.0522
nb     0.1500     1.1870     1.2215     0.0345                  0.0885     0.0934     0.0512
nb     0.1500     1.3130     1.3976     0.0846                  0.0885     0.0934     0.0539
nb     0.1500     1.5810     1.4622    -0.1188 +                0.0888     0.0934     0.0597
nb     0.1500     1.6130     1.5525    -0.0605                  0.0886     0.0934     0.0597
nb     0.1500     1.6370     1.6125    -0.0245                  0.0882     0.0934     0.0584
nb     0.1500     1.7900     1.7788    -0.0112                  0.0878     0.0934     0.0570
nb     0.1500     1.9840     2.0552     0.0712                  0.0876     0.0934     0.0577
nb     0.1500     2.0340     2.0503     0.0163                  0.0873     0.0934     0.0565
nb     0.1500     2.2900     2.3084     0.0184                  0.0869     0.0934     0.0554
nb     0.1500     2.4130     2.5018     0.0888                  0.0869     0.0934     0.0572
nb     0.1500     2.6600     2.6582    -0.0018                  0.0865     0.0934     0.0560
nb     0.1500     3.1100     3.1487     0.0387                  0.0862     0.0934     0.0555
nb     0.1500     3.4660     3.4457    -0.0203                  0.0858     0.0934     0.0546
mo     0.1500  -796.5110  -796.4757     0.0353                  0.0855     0.0934     0.0540
mo     0.1500     1.5100     1.6052     0.0952                  0.0856     0.0934     0.0559
mo     0.1500     2.2830     2.2500    -0.0330                  0.0853     0.0934     0.0553
mo     0.1500     2.5200     2.5246     0.0046                  0.0849     0.0934     0.0544
mo     0.1500     2.5270     2.5221    -0.0049                  0.0846     0.0934     0.0536
mo     0.1500     2.6120     2.6145     0.0025                  0.0842     0.0934     0.0528
mo     0.1500     2.7600     2.6951    -0.0649                  0.0841     0.0934     0.0532
mo     0.1500     2.8500     2.7913    -0.0587                  0.0839     0.0934     0.0533
mo     1.2093     3.0910     3.0699    -0.0211                  0.0839     0.0934     0.0533
mo     1.2093     3.6230     3.6321     0.0091                  0.0839     0.0934     0.0533
tc     0.1500  -800.5980  -800.5754     0.0226                  0.0836     0.0934     0.0527
tc     0.1500     0.3920     0.3823    -0.0097                  0.0833     0.0934     0.0520
tc     0.1500     0.6810     0.7306     0.0496                  0.0830     0.0934     0.0520
tc     0.1500     1.4080     1.4784     0.0704                  0.0830     0.0934     0.0525
tc     0.1500     1.4340     1.5253     0.0913                  0.0830     0.0934     0.0538
tc     0.1500     1.5160     1.5237     0.0077                  0.0827     0.0934     0.0532
tc     0.1500     2.1850     2.1489    -0.0361                  0.0824     0.0934     0.0528
tc     0.1500     2.1850     2.1900     0.0050                  0.0821     0.0934     0.0522
tc     0.1500     2.1850     2.2041     0.0191                  0.0818     0.0934     0.0517
tc     0.1500     2.5350     2.5198    -0.0152                  0.0815     0.0934     0.0512
tc     0.1500     3.2810     3.2823     0.0013                  0.0812     0.0934     0.0506
tc     0.1500     3.8880     3.9281     0.0401                  0.0810     0.0934     0.0504
ru     0.1500  -806.8640  -806.8039     0.0601                  0.0809     0.0934     0.0506
ru     0.1500     1.4310     1.4635     0.0325                  0.0806     0.0934     0.0503
ru     0.1500     2.1870     2.2101     0.0231                  0.0803     0.0934     0.0499
ru     0.1500     2.4980     2.4712    -0.0268                  0.0801     0.0934     0.0496
ru     0.1500     2.5030     2.5198     0.0168                  0.0798     0.0934     0.0492
ru     0.1500     2.6240     2.6053    -0.0187                  0.0795     0.0934     0.0488
ru     0.1500     2.6440     2.6234    -0.0206                  0.0793     0.0934     0.0484
ru     0.1500     2.9950     2.9747    -0.0203                  0.0790     0.0934     0.0480
ru     0.1500     3.6580     3.6530    -0.0050                  0.0787     0.0934     0.0476
rh     0.1500  -809.9100  -809.8784     0.0316                  0.0785     0.0934     0.0474
rh     0.1500     0.5430     0.5295    -0.0135                  0.0782     0.0934     0.0470
rh     0.1500     0.6800     0.7128     0.0328                  0.0780     0.0934     0.0468
rh     0.1500     1.1800     1.1572    -0.0228                  0.0778     0.0934     0.0465
rh     0.1500     1.3510     1.3832     0.0322                  0.0776     0.0934     0.0463
rh     0.1500     1.4300     1.4292    -0.0008                  0.0773     0.0934     0.0459
rh     0.1500     2.0680     2.0933     0.0253                  0.0771     0.0934     0.0457
rh     0.1500     2.2360     2.2341    -0.0019                  0.0768     0.0934     0.0453
rh     0.1500     2.4500     2.4869     0.0369                  0.0766     0.0934     0.0452
rh     0.1500     3.2430     3.2356    -0.0074                  0.0764     0.0934     0.0448
rh     0.1500     3.7240     3.7809     0.0569                  0.0763     0.0934     0.0451
rh     0.1500     3.9090     3.8930    -0.0160                  0.0760     0.0934     0.0448
pd     0.1500  -815.0420  -815.0063     0.0357                  0.0758     0.0934     0.0446
pd     0.1500     1.4150     1.4037    -0.0113                  0.0756     0.0934     0.0443
pd     0.1500     2.0990     2.0924    -0.0066                  0.0754     0.0934     0.0440
pd     0.1500     2.4240     2.4265     0.0025                  0.0751     0.0934     0.0437
pd     0.1500     2.5310     2.5337     0.0027                  0.0749     0.0934     0.0434
pd     0.1500     2.6490     2.6395    -0.0095                  0.0747     0.0934     0.0432
pd     0.1500     3.1840     3.1836    -0.0004                  0.0744     0.0934     0.0429
pd     0.1500     3.7840     3.8072     0.0232                  0.0742     0.0934     0.0427
ag     0.1500  -817.0520  -817.0710    -0.0190                  0.0740     0.0934     0.0424
ag     0.1500     0.7160     0.6647    -0.0513                  0.0739     0.0934     0.0426
ag     0.1500     1.2900     1.2471    -0.0429                  0.0737     0.0934     0.0426
ag     0.1500     1.4180     1.4804     0.0624                  0.0737     0.0934     0.0429
ag     0.1500     1.6730     1.6884     0.0154                  0.0735     0.0934     0.0426
ag     0.1500     2.0200     2.0182    -0.0018                  0.0733     0.0934     0.0424
ag     0.1500     2.0530     2.0845     0.0315                  0.0731     0.0934     0.0423
ag     0.1500     2.3430     2.4069     0.0639                  0.0730     0.0934     0.0426
cd     0.1500  -821.0730  -821.0985    -0.0255                  0.0728     0.0934     0.0424
cd     0.1500     1.3950     1.2943    -0.1007 +                0.0730     0.0934     0.0436
cd     0.1500     2.0820     2.1032     0.0212                  0.0728     0.0934     0.0434
cd     0.1500     2.2800     2.2322    -0.0478                  0.0727     0.0934     0.0434
cd     0.1500     2.4280     2.4474     0.0194                  0.0725     0.0934     0.0432
cd     0.1500     2.6270     2.6249    -0.0021                  0.0723     0.0934     0.0430
in     0.1686  -822.1550  -822.1868    -0.0318                  0.0722     0.0934     0.0429
in     0.1545     0.6710     0.7236     0.0526                  0.0721     0.0934     0.0430
in    -0.0500     1.7800     1.7842     0.0042                  0.0719     0.0934     0.0428
in    -0.0500     3.5800     3.5806     0.0006                  0.0717     0.0934     0.0425
sn     0.2830  -825.1630  -825.1206     0.0424                  0.0715     0.0934     0.0425
Total number of data = 201
Total number of good data = 182
Total number of ground states = 23
