   79.20  -18.91
   81.20   -4.56
   83.20   16.17
   85.20   -4.52
   87.20   17.92
   89.20    0.00
   91.20  -27.06
   93.20  -11.91
   95.20    2.38
   97.20   16.96
   99.20   32.12
