   24.880   24.890
    3.711    3.070
   24.880   24.890
   28.650   29.521
    3.711    3.070
   16.391   16.800
    5.098    3.136
   10.640    9.195
   14.849   14.549
   25.870   26.330
    4.573    3.616
    4.492    2.950
   10.970    9.921
    5.639    3.637
    3.103    2.921
   14.380   14.040
   15.570   17.638
    4.476    4.363
   14.631   13.561
   13.470   14.441
   23.870   25.100
   15.879   17.711
   17.120   15.581
   24.759   23.811
   29.299   28.799
   23.469   24.911
   10.771    9.749
    5.500    6.763
    7.834    9.772
   30.050   30.890
    7.443    5.313
   30.050   30.887
    3.515    9.534
    7.443    5.313
   14.290   18.871
   21.709   26.542
   28.340   29.620
   14.611   12.921
   18.449    8.584
    2.716    0.987
   11.082   11.189
   31.429   31.471
   31.432   31.472
   13.719   15.900
   11.261    9.577
    4.381    4.359
   31.372   32.939
   19.221   17.571
   15.770   27.030
   11.990    8.238
    6.599    5.404
   22.711    7.505
   39.327   38.707
   11.100    7.269
   12.850    5.713
   15.558   20.371
   12.880   47.590
    0.770    0.800
    1.553    5.987
    1.512    0.220
    2.194    2.662
    0.094    0.511
    1.957    2.137
    0.768    0.947
    0.370    0.311
    0.618    0.648
   18.457   20.446
   12.576   11.041
    2.038    2.189
    0.604    2.027
   12.247   11.250
   13.988   13.258
    9.589   11.315
   30.040   31.090
   15.719   15.579
   30.042   31.089
    2.125    0.273
   15.719   15.580
   22.110   25.505
   22.372   25.179
    8.071    0.399
    0.991    0.750
    3.231    4.893
    5.847    4.523
   10.931   10.831
   21.060   19.891
   25.160   27.962
    2.573    6.879
    4.211    1.377
    1.494   10.209
   50.036   49.827
    6.418   13.431
    3.855    8.929
   31.321   31.060
    4.197    2.992
    3.284    3.493
   28.550   29.490
    3.366    2.851
    8.443    7.780
   32.890   34.387
   18.879   20.121
   50.468   52.034
    3.555    0.903
    1.530    2.739
   11.336   11.014
   15.610   17.046
   15.645   16.537
    2.627    1.546
    2.632    3.099
    0.170    2.500
    6.371    6.978
   14.163   17.580
    3.178    0.586
    2.891    2.266
    0.183    0.056
    0.152    0.001
    0.030    0.323
    0.073    0.129
   29.380   30.320
    2.016    1.720
   29.377   30.323
    1.552    1.743
    2.016    1.720
    2.204    1.930
    1.437    1.188
    0.864    0.960
   12.749   11.680
    0.364    0.936
   11.130   11.270
    5.626    4.842
   21.489   23.360
    9.689    9.600
   18.149   25.080
   33.409   34.911
   14.721   13.282
   22.450   24.160
    7.835    8.062
   34.920   37.329
   18.989   19.430
    3.314    3.891
   16.728   19.571
    5.807   13.950
   10.129    7.246
   29.650   31.140
   13.061   13.000
   29.648   31.137
   35.076   35.280
    8.972   10.668
   33.300   32.610
   23.829   23.349
   13.059   13.000
    3.642    3.558
    3.943    5.132
   40.423   40.700
   48.056   49.993
    0.407    4.256
   19.850   23.639
    9.145    9.495
   47.615   50.658
    8.858    5.209
    3.043    5.768
   10.480    8.565
   19.841   23.910
    1.104    0.671
   12.767   13.266
    1.280    2.628
    0.984    2.349
