   78.80    1.47
   80.80    1.47
   82.80    1.51
   84.80    3.19
   86.80    2.75
   88.80   -0.03
   90.80    6.35
   92.80    6.36
   94.80    6.37
   96.80    6.38
   98.80    6.38
