  234.300  211.900   22.400  94    2.939   2.568   3  5   1  1   1  1 * 
  203.100  246.200  -43.100  94    3.055   2.568   4  5   1  1   1  1 * 
    0.373    0.786   -0.412  94    3.055   2.939   4  3   1  1   1  1   
  188.500  190.500   -2.000  94    3.234   2.167   5  4   0  0   1  1   
   38.540   38.840   -0.300  94    3.234   2.467   5  6   0  0   1  1   
  102.400  106.200   -3.800  94    3.249   2.467   7  6   0  0   1  1   
  172.900  173.700   -0.800  94    3.249   2.552   7  8   0  0   1  1   
   31.830   33.510   -1.680  94    3.249   3.234   7  5   0  0   1  1   
  274.000  268.600    5.400  94    3.623   2.568   7  5   1  1   1  1 * 
  227.100  210.000   17.100  94    3.678   2.939   2  3   1  1   1  1 * 
   30.360   29.770    0.590  94    3.678   3.055   2  4   1  1   1  1   
  137.400  148.000  -10.600  94    3.707   2.568   6  5   1  1   1  1   
    0.105    0.741   -0.636  94    3.707   3.055   6  4   1  1   1  1   
    3.606    3.950   -0.344  94    3.707   3.623   6  7   1  1   1  1   
  136.700  146.000   -9.300  94    4.066   2.939   1  3   1  1   1  1   
   45.030   44.600    0.430  94    4.197   2.552   9  8   0  0   1  1   
   62.390   59.740    2.650  94    4.197   3.249   9  7   0  0   1  1   
   67.910   65.700    2.210  94    4.197   3.959   9 10   0  0   1  1   
    2.039    3.837   -1.798  94    4.856   1.464   1  2   0  0   1  1   
  377.000  379.200   -2.200  95    0.690   0.000   7  9   0  0   1  1 * 
  162.700  167.200   -4.500  95    1.198   0.000   5  9   0  0   1  1   
  132.200  114.800   17.400  95    1.198   0.690   5  7   0  0   1  1   
  221.200  222.500   -1.300  95    1.397   0.000  13  9   0  0   1  1 * 
  139.500  139.100    0.400  95    1.468   0.000  11  9   0  0   1  1   
    4.731    2.814    1.917  95    1.468   0.690  11  7   0  0   1  1   
    3.466    1.688    1.778  95    1.468   1.397  11 13   0  0   1  1   
  245.700  237.300    8.400  95    1.506   0.597   3  1   1  1   1  1 * 
  247.000  250.100   -3.100  95    1.583   0.597   5  1   1  1   1  1 * 
   20.570   19.950    0.620  95    1.583   1.506   5  3   1  1   1  1   
    1.046    0.591    0.455  95    1.585   0.690   3  7   0  0   1  1   
    0.999    0.776    0.223  95    1.585   1.198   3  5   0  0   1  1   
  234.400  244.400  -10.000  95    1.838   1.198   1  5   0  0   1  1 * 
  206.200  212.000   -5.800  95    1.838   1.585   1  3   0  0   1  1 * 
   50.810   35.340   15.470  95    2.081   1.583   9  5   1  1   1  1   
    1.996    0.036    1.961  95    2.140   1.397  17 13   0  0   1  1   
    0.103    1.702   -1.599  95    2.474   2.140  21 17   0  0   1  1   
  104.000  110.000   -6.000  95    3.176   2.140  19 17   0  0   1  1   
   49.550   51.100   -1.550  95    3.176   2.215  19 15   0  0   1  1   
   70.200   71.140   -0.940  95    3.176   2.474  19 21   0  0   1  1   
  270.500  273.200   -2.700  97    0.674   0.000   7  9   0  0   1  1 * 
  150.600  151.300   -0.700  97    1.093   0.000   5  9   0  0   1  1   
   60.290   51.450    8.840  97    1.093   0.674   5  7   0  0   1  1   
  163.300  163.700   -0.400  97    1.319   0.000  13  9   0  0   1  1   
   24.730   24.600    0.130  97    2.087   1.319  15 13   0  0   1  1   
   80.730   81.810   -1.080  97    2.087   1.526  15 11   0  0   1  1   
  110.300   94.850   15.450  97    2.229   2.202  17 13   1  1   1  1   
    0.681    0.918   -0.237  97    3.172   2.202  15 13   1  1   1  1   
    0.971    0.668    0.303  97    3.172   2.229  15 17   1  1   1  1   
   41.380   43.790   -2.410  97    3.172   2.801  15 11   1  1   1  1   
