Energy outputs   (0.073 MeV RMS for JP fit)
       exp      error        BAB         JP     BAB-JP 
  -1391843.7470    -864264.5101    -334875.3221    -803385.6047      -1582.4087      -3563.7008      -2113.3543     -21621.7471      -2399.9905      -2224.4069      -8281.0701       4873.2597      -4224.7254     -13492.6552      33660.2868         10.1641      26096.6203      25887.4974         -5.6973       -405.5876       -139.1804       -467.2054      -1521.4404      63461.3689        -44.1036       -134.7681       -539.4619      -4306.7784      14563.2693        -17.9509       -669.0406      -3809.7538        659.1881      18296.7888       -461.3230      -4507.0440      17501.4173      -1282.0139     -11509.1353      57941.2654         33.2497      82657.6158      13103.3188        356.9315     -21367.5998      90368.0944        -49.0149       -187.0068      71001.1030      -6619.0396      39145.6724       -139.5064         -8.8412      37336.4453        -36.0389      33955.6024       7451.2329      31996.0888        220.0259       -312.8440      17620.8418       -953.3985       7807.1060      68189.1116       -934.0057      91423.0167      22662.8222     -23521.2765      45478.8889
  -1727799.9276   -1026954.2084    -347192.0737    -834727.3729      -1966.6793      -5995.6716      -3814.3600     -30578.1155      -2754.4736      -3818.4412     -11081.6734       4503.3515      -4723.3131     -14432.0149      38867.3540         29.5010      25887.4974      31124.0667          1.5710       -812.6227       -275.0538      -1175.9992      -2286.4438      73181.6591        -63.1885       -234.8226      -1205.1840      -6094.8463      14795.1528        -15.9102      -1093.0601      -4458.6251        674.4872      20612.5344       -898.8500      -6179.8421      17471.4635      -1557.4302     -11014.6855      66628.3275         58.6372      83102.5197      13403.7594        493.0580     -21569.0617     108217.8673       -160.4496       -316.8198      82051.8852      -9615.9094      39913.1400       -219.3290        -26.6838      37582.5585        -68.1890      31138.2375       6998.9120      32759.1318        293.5109       -757.7018      17875.4384      -1733.4933       7302.1188      69595.6352      -1412.8302      91413.8323      21204.4217     -24049.6720      43121.8501
      -548.5039       -178.8664         13.9772        173.6305         -0.8852        -17.5279         -6.1379        -21.8832         -0.1694         -4.7100         -6.3755         -0.6837         -2.0140          0.6530         -2.4980          0.0091         -5.6973          1.5710          0.4782         -2.5312          0.5134         -3.8859         -0.1020         -7.1230         -0.0365         -0.6625         -2.4376          0.0005         -2.9205         -0.0168         -1.1971          0.8209         -0.1686         -2.5085         -1.5875          0.5410         -3.4929          0.0543          2.5555        -10.1383         -0.1263        -19.5813         -3.3238         -0.0889          5.6494         -1.6785         -2.6906         -0.5923         -8.2836         -0.5801        -10.0039         -0.0919          0.0088         -9.6418          0.0209         -7.9179         -1.3459         -8.2814         -0.0589          0.2552         -4.4632          0.4685         -1.8572        -17.1679          0.1347        -23.8898         -4.0478          5.9245         -8.7266
     53652.5662      28559.9662       7576.6302      10246.5653         53.1266        200.5565        148.6636       1011.2986         61.4354        138.8357        311.0225        -55.7100         91.7133        177.9358       -916.7171          0.6569       -405.5876       -812.6227         -2.5312        152.0152         39.8886        202.1913        131.0447      -1644.5940          7.5759         24.4621        107.4686        247.7023       -273.1990          3.5433        143.3288        201.2968         -7.1897       -444.3285        101.1466        245.3857       -304.6725         81.2587         97.4155      -1417.5889         -4.1574      -1293.8243       -141.9228        -14.6788        214.9134      -2545.0070         32.9519         22.7049      -1814.4816        374.1732       -406.4777          7.9615          1.0802       -370.6705          2.4724       -249.8077        -42.1887       -343.4491         -9.6149         26.5818       -187.4516         47.9060        -58.3428       -727.0720         41.3620       -897.8416       -109.5499        255.7650       -254.1025
     17512.1388       8721.3650       2333.2555       3713.7524         16.1677         29.2637         39.8557        293.8273         18.5431         33.6922         80.5948        -20.8923         30.0966         59.3803       -280.8841          0.6962       -139.1804       -275.0538          0.5134         39.8886         29.0874         68.0392         47.0679       -524.1484          2.3924          6.6925         25.5852         75.2902        -87.6307          1.3337         30.4017         58.6157         -2.6865       -145.8588         34.4790         79.3556       -100.1062         24.0211         38.9634       -469.2601         -2.5030       -445.7457        -53.7582         -4.5824         81.2366       -902.8814          3.9591          7.5268       -598.7578        116.4333       -156.5686          2.0919          0.2452       -140.5970          0.5864       -102.7935        -18.0164       -131.8927         -3.0689          7.0187        -71.4752         15.3051        -24.4267       -278.8078         12.6853       -345.4538        -48.9051         96.4287       -107.2888
     79436.7183      37891.9093       9642.0662      12400.1837         81.6667        389.1591        260.1231       1599.4802         77.2264        206.8696        429.8328        -66.8739        139.2921        228.6745      -1167.4340          1.0153       -467.2054      -1175.9992         -3.8859        202.1913         68.0392        342.5237        191.2978      -2096.2610          8.9381         39.0526        166.2838        330.1834       -328.2144          4.8266        182.7718        247.2137         -8.3004       -538.8097        152.6648        310.1586       -361.3014        108.2952        107.8986      -1785.0183          2.0115      -1550.5422       -165.6321        -18.8613        237.6065      -3750.3951         62.7195         40.1779      -2301.7606        494.4503       -472.4579         12.4575          1.2760       -402.5069          2.7845       -261.0478        -45.1636       -401.7195        -12.0089         33.0298       -211.9704         64.6934        -61.5654       -849.1236         56.4673       -978.7077       -113.8880        296.2464       -266.6282
    134928.9201      76871.2454      22610.5777      41645.5945        148.5067        532.1801        351.4279       2727.5258        191.0666        350.9403        932.8809       -238.5807        317.4925        681.8519      -2729.4264         -2.2443      -1521.4404      -2286.4438         -0.1020        131.0447         47.0679        191.2978        275.8118      -5123.4231          9.0864         31.1126        157.0877        666.3803       -913.4157          2.8508        164.3593        493.2325        -31.7235      -1411.5097        130.4831        673.4607      -1048.3917        181.1190        454.8333      -4627.9760         -9.4126      -4934.9081       -630.4303        -48.7761        979.3709      -7853.9160         18.0430         34.2572      -5755.1238       1028.6576      -1846.4756         20.6227          2.8715      -1700.6283          7.2449      -1248.2640       -222.2948      -1541.9664        -31.8025         72.9819       -836.1198        147.2942       -294.6244      -3232.0161        146.8396      -4029.2485       -618.9508       1123.4076      -1345.5789
  -4023418.6454   -2452441.6501    -839014.7835   -2036048.9976      -4573.9668     -12573.1186      -8131.7891     -69352.9352      -6660.6336      -8541.1538     -25903.9922      11007.8230     -10990.6736     -35070.3985      93470.4607         61.4888      63461.3689      73181.6591         -7.1230      -1644.5940       -524.1484      -2096.2610      -5123.4231     176233.4890       -149.3395       -509.0996      -2460.2500     -14192.4959      35944.7969        -43.1234      -2451.2289     -10603.8079       1650.7884      50155.3889      -1914.9022     -14627.9071      42784.6765      -3668.6190     -27177.1704     160537.9460        158.2261     202329.3152      32788.1710       1146.9474     -53066.6610     254976.7817       -248.3115       -666.8703     197413.4204     -22330.7946      97683.3992       -499.3650        -62.9263      92616.5054       -160.1263      76881.5741      17316.6958      80106.8268        688.1737      -1786.6852      43946.4248      -4055.2623      18028.5000     170307.1459      -3196.6708     225558.4327      52516.0220     -58853.5209     106732.2231
      3868.2172       2377.0366        707.2103       1056.3611          4.0492          5.5351          6.9138         75.1993          5.5802          8.4729         25.0359         -6.3101          7.3376         19.2729        -81.3938          0.0306        -44.1036        -63.1885         -0.0365          7.5759          2.3924          8.9381          9.0864       -149.3395          0.7450          1.6970          7.4221         21.4641        -27.9022          0.2686         10.5014         18.7329         -0.7952        -41.8388          6.9023         21.8243        -31.9057          6.9625         11.3713       -129.7982         -0.7176       -140.9439        -15.7278         -1.4101         24.6205       -208.2539          0.9250          1.1521       -162.3692         30.9223        -45.2638          0.5849          0.0739        -42.7765          0.2201        -32.2199         -5.3061        -37.8257         -0.9369          1.8438        -20.9404          3.5753         -7.4222        -79.4089          3.8540       -101.3466        -14.6346         27.7830        -31.6482
     15134.9105       8339.7945       2255.5094       3494.3337         16.3047         64.4000         46.5063        321.2933         18.2168         36.8873         99.0304        -20.6776         37.4547         67.5969       -275.2869         -0.0290       -134.7681       -234.8226         -0.6625         24.4621          6.6925         39.0526         31.1126       -509.0996          1.6970          9.1733         33.7273         74.2186        -83.3603          0.8523         24.2593         50.1232         -2.5457       -133.3257         29.7312         70.8752        -95.6438         20.8596         34.3676       -437.8651         -0.4049       -431.8750        -50.6467         -4.9604         77.0560       -781.6776          7.4297          5.5589       -558.8878        109.1431       -147.0230          2.4076          0.2224       -133.6610          0.5559        -95.4730        -16.4468       -123.4501         -2.9047          6.0982        -66.7825         13.3037        -22.5105       -258.2818         14.1678       -318.5317        -45.3610         89.9300        -97.4064
     78819.0094      41541.3606       9943.4843      16007.9993         90.1230        486.4777        334.8643       1852.4972         93.4714        294.3408        572.4648        -89.4961        215.3679        322.7875      -1340.1110         -5.9482       -539.4619      -1205.1840         -2.4376        107.4686         25.5852        166.2838        157.0877      -2460.2500          7.4221         33.7273        203.5676        369.7650       -359.1115          0.4939        118.7571        213.4338        -11.1778       -618.2429        132.2040        331.7305       -388.3105         92.1731        130.0848      -2145.8650         -5.2031      -1810.7325       -222.3577        -27.7390        329.5309      -4079.2019         33.1991         31.0567      -2742.6760        577.2444       -642.8320         13.4097          1.6595       -551.5814          3.5092       -345.6468        -60.4248       -543.9982        -13.4650         41.0729       -279.5568         79.2113        -81.3175      -1129.2335         85.7794      -1307.5488       -159.9813        395.3827       -359.1845
    355360.5662     209882.3409      62851.5215     113322.3199        405.4860       1558.9665        969.6833       8208.6997        538.0012        993.3807       2972.9648       -672.4751       1132.6594       2222.2706      -7522.3487         -8.0070      -4306.7784      -6094.8463          0.0005        247.7023         75.2902        330.1834        666.3803     -14192.4959         21.4641         74.2186        369.7650       1888.6459      -2543.7650          5.1624        358.4447       1286.6328        -86.0236      -3937.0348        281.7315       1898.7876      -2938.8281        444.8400       1151.5736     -12825.1209        -24.3421     -13926.3385      -1710.5396       -157.2847       2648.7255     -21112.6864         33.2028         66.7743     -15877.9631       2921.6000      -4998.5000         58.7136          5.4067      -4645.0592         17.7806      -3391.7101       -577.4121      -4189.7886        -99.3074        151.8218      -2292.5976        366.0263       -795.0687      -8732.1213        454.9756     -10806.5453      -1631.1554       3030.3232      -3459.9023
   -799037.4553    -491425.3701    -188976.7050    -448735.4850       -907.4363      -2117.2263      -1273.0950     -12665.1061      -1352.2956      -1313.5189      -4770.0624       2709.4592      -2395.0557      -7556.8252      19074.2197          6.8491      14563.2693      14795.1528         -2.9205       -273.1990        -87.6307       -328.2144       -913.4157      35944.7969        -27.9022        -83.3603       -359.1115      -2543.7650       8209.4299        -10.8650       -456.2998      -2242.2566        367.6482      10292.8618       -300.5512      -2637.3539       9799.5224       -758.3904      -6377.7134      32794.3455         19.9999      46421.3982       7309.1176        209.8788     -11862.6367      51597.7250        -34.8328       -113.0857      40204.5904      -3903.2371      21820.3112        -82.8149         -5.6576      20713.3119        -22.4794      18799.7338       4110.4592      17845.8703        130.0709       -192.3785       9787.8602       -570.7624       4321.4030      38011.9593       -558.9599      50667.0290      12489.6151     -13115.4500      25086.4226
       898.5279        620.2068        261.0470        367.5980          0.6083         -7.6597         -3.1870          3.5368          1.2142         -3.8251          0.0578         -2.2753         -1.2946          4.5365        -22.8957          0.2670        -17.9509        -15.9102         -0.0168          3.5433          1.3337          4.8266          2.8508        -43.1234          0.2686          0.8523          0.4939          5.1624        -10.8650          0.3240          5.3054          8.2203         -0.2991        -12.9451          3.1734          6.4285        -13.0881          3.1031          5.6845        -36.4140          0.1224        -54.3932         -5.9443         -0.1279          9.7365        -48.8542          0.5680          0.3452        -44.2921          5.7234        -17.2880          0.1124          0.0155        -17.2155          0.0473        -15.7296         -2.6591        -14.0446         -0.1990          0.4238         -8.1858          0.7169         -3.6031        -30.3740         -0.1569        -43.6643         -7.5323         10.5968        -16.2180
     68568.1867      39696.8316      11612.1768      16797.1117         70.9791        203.5111        141.1069       1332.9942         90.2812        144.8999        428.3367        -83.7898         84.7425        290.7906      -1326.6256          0.5256       -669.0406      -1093.0601         -1.1971        143.3288         30.4017        182.7718        164.3593      -2451.2289         10.5014         24.2593        118.7571        358.4447       -456.2998          5.3054        269.5981        338.3473        -12.1484       -676.5478        111.3667        360.7135       -510.4919        130.2792        166.9264      -2167.0853         -6.3605      -2186.9556       -241.7947        -24.8452        369.6066      -3646.6575         14.9783         24.2610      -2693.6673        534.0482       -693.2963          9.2458          1.9207       -638.4006          4.7223       -451.4044        -72.8834       -581.0308        -16.5927         43.7033       -318.2850         75.0861       -101.4350      -1224.3002         61.5128      -1540.8027       -193.8216        431.8245       -443.4438
    253581.0403     153025.6663      53615.6595      95024.6167        283.4412        804.8135        425.8755       5066.1845        397.6845        456.5170       1814.0427       -628.2867        659.1888       1638.9127      -5634.2114         -0.9952      -3809.7538      -4458.6251          0.8209        201.2968         58.6157        247.2137        493.2325     -10603.8079         18.7329         50.1232        213.4338       1286.6328      -2242.2566          8.2203        338.3473       1193.3426        -74.3339      -2993.7686        196.8334       1323.0646      -2609.5047        414.3960       1163.1171      -9584.9268        -12.5589     -12258.9380      -1481.2761        -99.8392       2332.8771     -15399.7201         19.8370         47.5261     -11804.4211       1885.7154      -4349.9905         37.2135          3.2932      -4081.2308         11.8873      -3381.5460       -582.4424      -3602.0941        -65.9893         89.6478      -1978.0318        223.9388       -784.7116      -7579.1007        263.6620      -9754.8594      -1661.3749       2626.8069      -3498.8397
    -35618.2825     -22073.9243      -8339.4248     -23042.8767        -40.3766        -77.6839        -51.8557       -470.5116        -61.8518        -55.3699       -180.6108        120.8055        -86.4522       -382.4314        875.7926          0.3393        659.1881        674.4872         -0.1686         -7.1897         -2.6865         -8.3004        -31.7235       1650.7884         -0.7952         -2.5457        -11.1778        -86.0236        367.6482         -0.2991        -12.1484        -74.3339         19.1185        474.6016         -8.7912        -91.3749        441.9651        -25.7821       -350.5981       1510.3632          0.6080       2097.2945        379.5764          6.6624       -620.5103       2358.3458         -1.0359         -4.4955       1848.1952       -132.7750       1137.0271         -3.3872         -0.5116       1080.3643         -1.2302        948.7609        231.9521        926.6552          3.9066        -14.8888        507.0716        -32.9746        220.3278       1979.9155        -18.5031       2659.6315        707.1691       -683.1206       1417.1139
  -1130481.5545    -697384.6437    -240052.8387    -584700.6075      -1283.5351      -3418.3766      -2165.5421     -19173.2555      -1913.4143      -2366.4965      -7309.9908       3171.0282      -3073.2846     -10057.9906      26594.9204         15.4002      18296.7888      20612.5344         -2.5085       -444.3285       -145.8588       -538.8097      -1411.5097      50155.3889        -41.8388       -133.3257       -618.2429      -3937.0348      10292.8618        -12.9451       -676.5478      -2993.7686        474.6016      14415.4836       -502.0710      -4116.7779      12334.8468      -1032.3824      -7864.9374      45722.5814         47.6892      57999.7789       9424.2827        318.5314     -15318.9178      71853.9175        -55.5230       -181.7172      56193.8385      -6198.7316      28088.0820       -136.3325        -17.5381      26773.4539        -44.3686      22253.6920       5022.4110      23020.7459        192.1887       -498.5295      12687.5407      -1126.2141       5218.8462      48980.0523       -864.4382      65282.6959      15240.1759     -16924.3203      30957.2881
     58416.1464      32115.9641       8065.7086      12385.9729         60.4205        188.4874        173.0273       1159.1748         66.3534        139.2584        327.4883        -66.0681        109.6338        217.1374      -1033.6766         -0.6836       -461.3230       -898.8500         -1.5875        101.1466         34.4790        152.6648        130.4831      -1914.9022          6.9023         29.7312        132.2040        281.7315       -300.5512          3.1734        111.3667        196.8334         -8.7912       -502.0710        131.5974        275.0520       -333.7235         84.2362        119.3323      -1679.5463         -8.2343      -1494.6738       -175.4189        -17.8607        265.8975      -3017.2649         19.9358         24.8034      -2155.8887        441.3634       -509.3803          8.4595          1.1897       -451.2788          2.3499       -311.4854        -54.5539       -428.7671         -9.5035         30.2994       -226.5358         58.1581        -73.2639       -900.6872         50.6140      -1113.3159       -145.6168        315.4417       -326.3382
    358369.3250     215419.8573      64856.7605     119478.2706        406.0495       1459.6480        912.3957       7998.9858        558.3239        979.2216       2958.4320       -703.7847       1095.3678       2266.8043      -7744.7387         -6.5664      -4507.0440      -6179.8421          0.5410        245.3857         79.3556        310.1586        673.4607     -14627.9071         21.8243         70.8752        331.7305       1898.7876      -2637.3539          6.4285        360.7135       1323.0646        -91.3749      -4116.7779        275.0520       1957.8782      -3076.4321        458.7458       1258.0740     -13241.7372        -27.4353     -14465.6688      -1813.7894       -153.1359       2829.9553     -21425.3816         23.7737         64.4368     -16382.4717       2935.3273      -5307.7038         56.4746          6.1374      -4970.1878         19.1726      -3639.7708       -629.4483      -4438.9898       -100.7757        167.5684      -2440.7960        376.6904       -855.7560      -9276.9361        445.6556     -11601.4981      -1779.3903       3220.4032      -3783.2081
   -941785.7605    -584163.6671    -225589.8834    -539056.7164      -1069.2707      -2428.7841      -1442.7304     -14667.3478      -1619.0341      -1518.1696      -5606.4824       3266.5094      -2832.7599      -9053.2471      22700.5150          7.2782      17501.4173      17471.4635         -3.4929       -304.6725       -100.1062       -361.3014      -1048.3917      42784.6765        -31.9057        -95.6438       -388.3105      -2938.8281       9799.5224        -13.0881       -510.4919      -2609.5047        441.9651      12334.8468       -333.7235      -3076.4321      11780.7108       -887.8744      -7706.2822      39042.1513         22.3136      55512.2159       8785.0209        242.3769     -14321.3554      60946.1549        -39.6425       -130.3931      47847.7656      -4506.0526      26237.8145        -94.6381         -6.4149      25022.6648        -25.2928      22722.6871       4980.7902      21448.0982        150.1105       -219.4294      11812.6664       -653.8555       5224.1094      45708.8190       -633.4488      61268.9730      15143.7856     -15769.2948      30403.8754
     89645.3493      53541.5232      18195.4086      32927.4144         98.9828        273.2518        146.8741       1675.2085        136.8464        153.8969        581.8264       -210.0713        167.5115        531.8351      -1953.1241         -0.7049      -1282.0139      -1557.4302          0.0543         81.2587         24.0211        108.2952        181.1190      -3668.6190          6.9625         20.8596         92.1731        444.8400       -758.3904          3.1031        130.2792        414.3960        -25.7821      -1032.3824         84.2362        458.7458       -887.8744        155.0667        420.5177      -3308.0421         -4.5159      -4123.3945       -513.7907        -32.1794        811.0534      -5366.6403         10.8867         20.2250      -4087.4757        646.5032      -1509.1359         13.0423          1.6651      -1410.6059          4.8147      -1179.2820       -207.8923      -1248.0606        -21.4376         41.4887       -683.4240         86.3855       -270.3878      -2630.6080         85.1537      -3398.5682       -586.9175        912.4392      -1236.6685
    575923.6303     360174.1092     143663.2730     419444.1023        646.3017        951.1930        619.8924       6281.9481       1014.2035        666.3754       2419.7623      -2167.1960       1212.5230       6929.1476     -14429.5101         -2.8445     -11509.1353     -11014.6855          2.5555         97.4155         38.9634        107.8986        454.8333     -27177.1704         11.3713         34.3676        130.0848       1151.5736      -6377.7134          5.6845        166.9264       1163.1171       -350.5981      -7864.9374        119.3323       1258.0740      -7706.2822        420.5177       7214.2245     -24891.8780         -6.1541     -36471.5043      -6961.1287        -81.6665      11435.7204     -38524.1605         12.9979         59.7583     -30421.7267       1613.1346     -20885.0120         43.0531          7.5652     -19895.5740         19.9691     -18206.7884      -4715.9121     -16981.6098        -49.0104        217.9594      -9301.2025        437.4130      -4167.0453     -36339.9558        210.1508     -49189.4868     -14239.0566      12526.8445     -28218.2446
  -3658519.4771   -2231099.1315    -764221.8575   -1862082.6838      -4154.1150     -11313.6234      -7338.2076     -62745.0445      -6062.6545      -7713.7448     -23473.0612      10057.6039      -9988.8813     -32034.2345      85137.9074         53.9827      57941.2654      66628.3275        -10.1383      -1417.5889       -469.2601      -1785.0183      -4627.9760     160537.9460       -129.7982       -437.8651      -2145.8650     -12825.1209      32794.3455        -36.4140      -2167.0853      -9584.9268       1510.3632      45722.5814      -1679.5463     -13241.7372      39042.1513      -3308.0421     -24891.8780     146452.5995        152.2148     184731.8214      30000.8620       1040.2504     -48567.9937     232406.5351       -170.3221       -599.2202     180070.5734     -20265.2710      89397.6162       -450.2848        -57.1390      84766.8438       -145.2402      70416.5203      15877.8073      73307.4261        624.3001      -1623.3246      40217.6256      -3691.8598      16512.6369     155865.8203      -2898.4465     206488.4515      48163.4590     -53860.0251      97869.5553
     -3814.5995      -2710.3041       -484.7549       -906.2395         -3.1315         13.0523         -4.8637        -58.8308         -5.6077        -11.8856        -23.1710          3.3192         -6.9939        -13.2999         85.5201          0.0812         33.2497         58.6372         -0.1263         -4.1574         -2.5030          2.0115         -9.4126        158.2261         -0.7176         -0.4049         -5.2031        -24.3421         19.9999          0.1224         -6.3605        -12.5589          0.6080         47.6892         -8.2343        -27.4353         22.3136         -4.5159         -6.1541        152.2148          5.0984        101.2584         11.9782          1.6435        -19.1533        212.7906          5.1962         -0.6309        202.8685        -47.8251         35.0723         -0.2176         -0.0909         33.3089         -0.2029         17.7039          2.8716         31.2700          1.1154         -2.2255         17.4640         -5.1061          4.1992         64.6934         -6.3070         77.2679          7.3200        -23.1846         17.2216
  -4467963.6186   -2753175.9640   -1066808.6871   -2555643.8667      -5088.7841     -11768.2573      -7024.2790     -70240.8214      -7615.4905      -7249.0272     -26608.7905      15454.9895     -13607.7950     -43011.5800     107324.5229         37.2974      82657.6158      83102.5197        -19.5813      -1293.8243       -445.7457      -1550.5422      -4934.9081     202329.3152       -140.9439       -431.8750      -1810.7325     -13926.3385      46421.3982        -54.3932      -2186.9556     -12258.9380       2097.2945      57999.7789      -1494.6738     -14465.6688      55512.2159      -4123.3945     -36471.5043     184731.8214        101.2584     263478.6117      41694.4698       1157.3737     -67718.1369     290129.7670       -183.6214       -601.4456     226352.6024     -21374.6305     124528.3972       -458.1792        -28.9617     118262.1589       -120.7826     107576.1947      23575.2929     101815.8499        717.0343      -1023.1363      55848.5728      -3142.8801      24733.9330     216898.0701      -3093.7034     289309.8982      71693.5526     -74818.9317     143899.1830
   -707917.7368    -438455.1416    -165798.2014    -457655.6513       -802.8499      -1548.7149      -1027.4953      -9386.8995      -1227.9945      -1091.1275      -3595.6916       2400.3682      -1718.1694      -7608.8829      17395.3379          6.7058      13103.3188      13403.7594         -3.3238       -141.9228        -53.7582       -165.6321       -630.4303      32788.1710        -15.7278        -50.6467       -222.3577      -1710.5396       7309.1176         -5.9443       -241.7947      -1481.2761        379.5764       9424.2827       -175.4189      -1813.7894       8785.0209       -513.7907      -6961.1287      30000.8620         11.9782      41694.4698       7539.9430        134.3025     -12322.8835      46868.3042        -20.2769        -89.5327      36712.3960      -2639.6411      22586.4503        -67.2783        -10.0271      21457.3929        -24.2384      18848.4513       4606.7415      18406.3064         78.0372       -292.1248      10071.9598       -653.0629       4377.1733      39323.9065       -368.4485      52817.7614      14047.3749     -13566.8680      28146.0470
    -28705.9024     -16907.5506      -5207.9116      -8987.7772        -34.1709       -161.2023        -89.3722       -788.3044        -44.8213        -88.3243       -293.6658         56.0755       -123.4317       -224.2029        606.9154          1.0021        356.9315        493.0580         -0.0889        -14.6788         -4.5824        -18.8613        -48.7761       1146.9474         -1.4101         -4.9604        -27.7390       -157.2847        209.8788         -0.1279        -24.8452        -99.8392          6.6624        318.5314        -17.8607       -153.1359        242.3769        -32.1794        -81.6665       1040.2504          1.6435       1157.3737        134.3025         17.3693       -203.3426       1716.9893         -1.6983         -4.2610       1284.9512       -244.6813        392.5901         -4.9048         -0.1573        363.3294         -1.2095        266.1245         42.9184        329.5479          9.1643         -6.8770        181.4194        -25.5446         61.6284        682.6620        -40.2872        839.6321        121.3946       -236.0855        247.6930
   1136729.2862     708261.5025     268818.0211     747796.6923       1286.2396       2345.0376       1577.6113      14630.3203       1991.6545       1694.6259       5641.7848      -3912.8603       2711.9203      12378.2094     -28157.1008         -9.9939     -21367.5998     -21569.0617          5.6494        214.9134         81.2366        237.6065        979.3709     -53066.6610         24.6205         77.0560        329.5309       2648.7255     -11862.6367          9.7365        369.6066       2332.8771       -620.5103     -15318.9178        265.8975       2829.9553     -14321.3554        811.0534      11435.7204     -48567.9937        -19.1533     -67718.1369     -12322.8835       -203.3426      20244.0654     -75434.7536         27.9714        141.6344     -59416.8971       4090.3202     -36924.8213        105.2752         16.3361     -35238.2831         38.4491     -30931.4400      -7584.8905     -30079.4567       -118.8853        472.9727     -16524.7540       1040.0641      -7184.7102     -64290.3300        559.6412     -86803.1130     -23134.8533      22179.2185     -46351.0818
  -6004828.5831   -3572584.2354   -1208575.2725   -2917514.6524      -6837.2363     -20820.2717     -13218.5687    -106122.5589      -9597.0439     -13256.9224     -38554.3022      15733.3229     -16463.6961     -50424.7100     135312.1283        108.1741      90368.0944     108217.8673         -1.6785      -2545.0070       -902.8814      -3750.3951      -7853.9160     254976.7817       -208.2539       -781.6776      -4079.2019     -21112.6864      51597.7250        -48.8542      -3646.6575     -15399.7201       2358.3458      71853.9175      -3017.2649     -21425.3816      60946.1549      -5366.6403     -38524.1605     232406.5351        212.7906     290129.7670      46868.3042       1716.9893     -75434.7536     377347.0633       -498.1120      -1092.8877     286223.1523     -33427.3184     139584.4936       -758.3620        -92.7366     131442.3814       -237.0610     108945.1334      24498.3604     114559.6612       1020.7577      -2634.4767      62508.7991      -6038.0400      25548.1923     243378.2122      -4919.1462     319729.0611      74235.7368     -84100.1431     150946.3139
     13231.7692       5284.5212       1355.6351       1534.7216         17.2048        184.6647         70.8993        351.4613         12.7405         56.4952        104.0442        -11.7686         34.5817         44.0504       -144.9948         -0.5365        -49.0149       -160.4496         -2.6906         32.9519          3.9591         62.7195         18.0430       -248.3115          0.9250          7.4297         33.1991         33.2028        -34.8328          0.5680         14.9783         19.8370         -1.0359        -55.5230         19.9358         23.7737        -39.6425         10.8867         12.9979       -170.3221          5.1962       -183.6214        -20.2769         -1.6983         27.9714       -498.1120         46.7144         10.1157       -237.3177         41.7998        -56.5079          2.6201          0.0892        -50.7215          0.2250        -34.8020         -6.9812        -45.3635         -0.8714          2.9535        -23.6891          5.1688         -8.3977        -99.7187          2.7194       -125.2184        -18.9850         34.1738        -41.4723
     19885.5843      10570.5193       2856.2950       5854.2468         21.5407        102.3827         63.4639        353.0579         25.5999         57.9427        110.1009        -31.2645         36.9339         83.3523       -358.9906         -0.5368       -187.0068       -316.8198         -0.5923         22.7049          7.5268         40.1779         34.2572       -666.8703          1.1521          5.5589         31.0567         66.7743       -113.0857          0.3452         24.2610         47.5261         -4.4955       -181.7172         24.8034         64.4368       -130.3931         20.2250         59.7583       -599.2202         -0.6309       -601.4456        -89.5327         -4.2610        141.6344      -1092.8877         10.1157         10.4452       -758.6154        117.5621       -264.9560          3.1715          0.4115       -244.0066          0.6005       -182.2701        -37.8718       -216.5309         -1.5118         11.1437       -116.5512         20.6622        -44.4128       -465.2872          9.3266       -614.6603       -110.0461        161.5865       -229.6114
  -4521333.2466   -2752506.3979    -938146.9559   -2280563.3070      -5126.7114     -14134.7854      -9180.7841     -77744.9332      -7456.6065      -9613.6314     -29012.5782      12321.7888     -12334.0619     -39257.7945     104708.5471         71.1444      71001.1030      82051.8852         -8.2836      -1814.4816       -598.7578      -2301.7606      -5755.1238     197413.4204       -162.3692       -558.8878      -2742.6760     -15877.9631      40204.5904        -44.2921      -2693.6673     -11804.4211       1848.1952      56193.8385      -2155.8887     -16382.4717      47847.7656      -4087.4757     -30421.7267     180070.5734        202.8685     226352.6024      36712.3960       1284.9512     -59416.8971     286223.1523       -237.3177       -758.6154     221703.7667     -25176.9059     109392.3471       -555.2749        -70.4733     103702.3014       -178.5536      86067.9691      19395.2547      89718.5392        770.7730      -2001.5202      49216.5645      -4548.7885      20183.9858     190753.0639      -3582.8873     252625.3892      58813.1347     -65919.2917     119526.5008
    564163.6896     332300.0602      96585.4384     175394.5187        639.9121       2503.3128       1581.9521      12886.8954        846.0824       1619.3060       4661.5363      -1018.7886       1777.2816       3344.1483     -11830.7493        -14.0317      -6619.0396      -9615.9094         -0.5801        374.1732        116.4333        494.4503       1028.6576     -22330.7946         30.9223        109.1431        577.2444       2921.6000      -3903.2371          5.7234        534.0482       1885.7154       -132.7750      -6198.7316        441.3634       2935.3273      -4506.0526        646.5032       1613.1346     -20265.2710        -47.8251     -21374.6305      -2639.6411       -244.6813       4090.3202     -33427.3184         41.7998        117.5621     -25176.9059       4730.8286      -7720.6060         92.2338          8.0194      -7174.7400         25.1917      -5113.2119       -892.9179      -6478.9025       -152.1821        232.3603      -3542.2736        576.8612      -1213.0647     -13498.9222        716.3697     -16695.4056      -2505.8730       4684.6905      -5301.5303
