Energy outputs   (0.0703 MeV RMS for JP fit) 
       exp      error        BAB         JP       Diff 
       296.1331         69.5876        -38.5293        104.7611        181.8939        254.2082        203.6119       -185.7565         97.1236        140.2941       -142.2898         47.8295       -117.7385         64.9605         15.9464         59.6364        -59.3529        176.4474          6.0913        -97.0978        -65.7629        -94.9985         38.3647         77.5788         74.7860         67.8276        -58.8604         -4.4513       -117.8118       -139.5678       -105.2854         78.9876         29.2793         15.5857        -65.7493         39.0836       -113.1161         51.9123         -3.5358         96.4195        -26.5944        -97.6990         51.5048         49.7996         35.5236        428.1168        -15.1429          0.4573        127.3679          2.7872         70.1647        -12.0288         -3.2023         59.6042          3.5539          2.3139         12.7111         83.7430         17.2264         -6.4793         61.9816          1.3251          2.5794         95.0847        -46.9313         64.4484         23.2231         91.9905         34.0318
     15205.3736      11227.8779       7848.2526      14528.1160       2937.1006        962.6963        630.1135      -3104.8582       3055.0892        477.3777      -2479.7913       4419.6414      -3293.2459       3410.5165       7432.8121        -59.3529      10962.3881      11213.3265         33.7740         56.4446         38.6147        -83.4953        -90.2977      12450.3220       -268.4911       -274.4448        143.2985       1694.4352      17847.6232        240.6420        -27.3209      -1334.9531       6643.4574      13419.6151        -28.7698      -1539.7030      18098.7868       -440.8801       5182.2303      17213.4774         46.7401      24936.9468       9383.5598       1227.0689       9265.1973      20072.1155         69.1492        213.9612      22233.4981       2113.5799      11955.5374       -121.7930      -1454.4744      12745.1748      -1002.5487      17177.9179       9293.4930      14890.6345       1173.2554      -2545.6387      16161.4133       1787.3129      19455.7425      17305.3660      -1506.3757      17599.3249      13435.0078      19699.6311      16209.4556
     40226.0771      21518.6079       8005.1824      30791.9018       7579.9298       2006.4674       2397.6316      -4609.0188       5096.5494       1147.7363      -2494.6258       3548.8585      -2056.7988       4412.1859      15931.2836        176.4474      11213.3265      32132.6564        -83.4027       -126.9332        121.5794        605.7916       -979.2809      26774.2675        441.0586       -140.0842       -739.5351       2696.7770      19250.1541       -591.3074       -658.3216       -593.9723      14740.9324      23875.5018          8.5396      -2225.0795      18376.5183       -396.4893      10389.6587      37194.8214       -423.8715      27356.6898      20811.3907       1295.0051      19823.5157      57296.5815       -409.2334       -219.0557      47514.0561       3933.6659      26546.0840       -331.1832         13.2926      25819.9967        213.8622      22268.6307      17873.1136      32825.2712       1275.7891        111.3718      32088.9069       -514.3226      28077.1060      38245.3092      -2046.4207      36290.6237      25840.0820      43764.3984      34226.3935
       225.9458        183.4434         63.5927        123.1901        344.3287        519.7017        246.9332       -320.9771        145.1448        154.4391       -240.4364         61.8038       -164.0525        139.2277         -7.7048          6.0913         33.7740        -83.4027        444.9774        -85.5990       -223.8259       -149.1229        119.3868         37.8664         71.1768         16.4136         55.2544        -32.9701         16.8652        -41.7895        -35.1719         54.3913         13.0180         77.7458        -74.6168         42.8163         37.3918         66.5278        -37.3079        -49.0632        -23.8531         43.7941         19.7996         23.9098          6.4057       -236.7141       -200.5935         10.0916        -96.2501        -46.0534         19.7446        -26.2186        -14.3534         44.6616         -1.8476         25.7333         11.1863         12.1082         11.8170        -26.7053         64.9363          5.3959         13.8415         37.5758        -30.9843         26.4849         43.6135         53.9733         29.7605
      -358.0652        339.1406        168.1769        117.9317       -664.8413       -937.5693       -635.3553        832.1882       -166.8557       -339.1788        541.8516       -163.9332        490.2426       -344.6442        203.3505        -97.0978         56.4446       -126.9332        -85.5990        697.8810        315.4175        578.0895       -233.9678        126.4181       -416.3657       -284.4583       -125.7842        -17.0823        403.7780        459.2354        668.2697       -315.8615        115.1820        312.8784        339.4692       -105.7251        332.4712       -256.2169        114.6959        -26.3881        102.0433         28.2115        106.0284       -222.1742        188.0547      -1144.7771         19.6214        -55.5443        130.3626        -90.1680        119.0093         19.8592        158.5820         95.1570        122.2042         16.3787         17.1611        110.4538       -161.1914        272.2070         96.0934       -183.4278         60.0016        203.5393        247.8349        338.8198        -15.3960        375.9895        142.8299
       -37.2975        110.2337         36.4688        -39.0640       -415.2897       -674.7469       -396.4852        475.1523       -131.7561       -232.2231        334.9165        -93.7964        271.4209       -204.8842         81.2763        -65.7629         38.6147        121.5794       -223.8259        315.4175        404.4923        353.4200       -183.7502         94.3902       -242.6488       -148.9989        -18.8976         52.8456        144.1201        278.5694        218.2220       -159.0699         22.7239        218.6002        218.0371       -134.0850        139.7519       -133.9336         67.8593        115.4867         85.3818         32.6779         11.7466        -84.0499         31.7990        -98.8903         96.8464        -23.7418        267.5013         50.9523         13.1250         22.4892         47.3224        -15.0622         27.7317        -14.8222         -4.5160         24.2151        -44.7407         88.7238         13.2914        -67.7955         18.5321         32.8824         83.0986         70.9410        -43.3012         79.0962         -1.0388
       413.9873         69.8916         43.6709        138.4326       -480.6235       -934.5521       -510.2566        679.8222       -297.2037       -359.2294        587.2589       -167.4255        439.6401       -306.8786        159.1646        -94.9985        -83.4953        605.7916       -149.1229        578.0895        353.4200        707.8894       -260.5188        106.8342       -282.1841       -263.9743       -130.8023        -20.7604        137.0326        405.4761        512.4914       -213.3612        133.6328        -45.4430        316.9634        -35.6078         70.0117       -214.6575         96.5150        -59.1109         -6.0594       -192.6253        145.3519       -223.9428        181.7577        308.8717        -50.4495        -91.6277        -39.0801       -104.5570        165.6710          0.6156        153.8628         58.8241        105.7255        -42.3700         16.8874        175.8394       -163.6826        273.0120         63.7438       -190.4890         -3.8083        262.8665        222.8961        281.1376         -7.2676        395.5096        147.6225
     -1023.7577       -491.7435        -73.6546        -34.4667        153.9705        512.1652        451.4863       -671.7462         56.9816        305.6255       -554.1178        213.5505       -727.9683        689.5224       -432.2243         38.3647        -90.2977       -979.2809        119.3868       -233.9678       -183.7502       -260.5188        319.5318       -684.1819        155.8775        126.2797         82.3984       -230.5464       -350.6800       -191.9395       -234.3106        387.2621       -114.5615       -561.8232       -173.2738        323.8775       -222.3212        350.7355       -317.2217       -916.6276        -28.1200       -294.6192       -142.2612        145.0123       -135.1757      -1521.1016        -30.4188         56.1412      -1239.3735       -270.2986       -165.8908        -39.2860       -188.9046        -28.1065       -142.9032        128.4648         23.1729       -215.5113         28.9016       -310.5068        -37.8883        175.8454         -1.2126       -219.7398        -85.2492       -127.0117        252.2726       -305.5456         53.1909
     34518.2126      23480.7640       8741.6025      29800.9108       6408.8729       1274.0371       1587.4888      -4169.5948       5838.5305       1081.4325      -2927.9724       3734.4472      -2208.3889       4708.3136      16324.1037         77.5788      12450.3220      26774.2675         37.8664        126.4181         94.3902        106.8342       -684.1819      27377.7080       -267.6658       -626.7465       -556.9074       3007.4671      20444.5897         47.6386       -133.4911      -1001.1282      14160.8182      27113.1181        273.5288      -2905.9928      20673.2351       -562.4781      10300.0018      37730.5382         -7.7500      28648.0389      19920.6897       1489.5260      19565.2128      47875.6690       -218.0862         22.4626      48934.4452       4281.8947      25410.0293       -255.8489       -226.7251      26010.7608         23.9605      22545.6173      17783.4758      31445.8008       1479.3961       -342.3446      32316.0881       -115.3378      28280.2429      36674.3740      -1848.2164      36547.2490      25696.2297      42073.1130      33766.8534
       597.7640       -506.4221       -286.8746          4.5784        489.0411        769.2751        544.0717       -596.4364         45.1478        266.5737       -361.6980         62.2341       -348.6242        244.2848       -249.3799         74.7860       -268.4911        441.0586         71.1768       -416.3657       -242.6488       -282.1841        155.8775       -267.6658        471.2105        289.8640        140.2497       -101.6387       -680.2222       -391.5506       -534.3081        350.1980        -49.5729       -537.5668       -294.5684        201.1928       -642.4024        249.5612       -114.9416       -149.6019       -143.8521       -538.5528        -31.1459        111.6784        -96.4741       1245.0790        -45.0709         12.3981       -362.4307        -38.9696        -13.4075        -23.7693        -60.8884        -51.0609        -65.1122       -127.7175         -9.0642          2.1646         61.7181        -99.8859        -51.6020         56.4054       -151.1151        -17.5929       -121.7224       -152.3272         34.8040       -118.7279        -11.3893
      -124.7811       -631.1290       -240.5916        -31.1848        290.5533        651.4687        356.3961       -313.3693         75.3391        250.6036       -241.5526         26.8347       -177.4236        110.3692       -417.3934         67.8276       -274.4448       -140.0842         16.4136       -284.4583       -148.9989       -263.9743        126.2797       -626.7465        289.8640        444.5556        208.5435       -236.8043       -515.8825       -357.8063       -245.3535        222.9617        -47.9587       -558.9873       -336.7705        266.3494       -539.5479        183.9911       -105.3735       -591.4152        -52.1065       -527.3510        -42.2189          9.6596        -47.1841        120.2900          9.1693         -3.8256       -965.3253       -221.0831        -39.1708         -6.8758         -7.0515        -45.1176          1.7818       -116.8830        -26.3839        -71.2142        -11.3275        -14.7618       -100.4174         13.9493       -139.2162        -47.7289         17.3183       -103.8744         14.4909       -104.9933         26.8796
      -941.4332       -542.1224         26.0321       -369.0859        -81.1777        232.0088        -77.5303       -103.9386         27.8514        -16.1557       -175.1980         10.1424        -90.1141        109.3051       -390.9380        -58.8604        143.2985       -739.5351         55.2544       -125.7842        -18.8976       -130.8023         82.3984       -556.9074        140.2497        208.5435        455.8259        -59.5765         77.0874         12.3720       -120.3695         13.2745       -195.1361        -71.8178       -226.9588        -17.9263        178.9774         80.3616        -89.8392       -550.4956          9.7565        240.0923       -266.3774         46.4690       -265.6194      -1148.5648         52.2934         62.5856       -808.1493        -49.1841       -328.5395         27.3066       -119.9451       -205.2492        -88.5160          3.4406        -47.8220       -371.1985        111.2716       -203.3384       -170.1491        141.9721        -18.9993       -439.2020        -26.1050       -394.0472        -38.3119       -545.2046       -182.5843
      3604.5959       2649.5464       1222.7279        477.5484        752.9534        192.5499        166.9903       -966.7926        658.1826         72.6665       -682.5382        485.8955       -491.1331        365.6672       1771.0108         -4.4513       1694.4352       2696.7770        -32.9701        -17.0823         52.8456        -20.7604       -230.5464       3007.4671       -101.6387       -236.8043        -59.5765       1141.4465       2692.4444         67.9325       -168.6567       -549.4172        164.8688       2993.4377         31.8014      -1079.9478       2743.2879       -313.8909        524.8475       4009.3676        -12.4845       3882.8364        284.1026        603.9041         81.5789       4758.2479        -19.4994        130.1849       5245.9272       1376.8617        306.5816        -15.7800       -367.3659        485.0283       -195.9163       1113.8895        256.0105        569.7705        671.6033       -643.7764        859.0630        462.4257       1127.8623        381.7303       -760.3625        201.2141         83.6871        258.1119       -245.9101
     25868.3543      18316.5399      13131.3037      24606.1831       4722.3042       1274.8727        708.7232      -4453.4771       4790.7059        571.0389      -3529.4352       7121.0488      -4826.0536       5102.8285      12252.8941       -117.8118      17847.6232      19250.1541         16.8652        403.7780        144.1201        137.0326       -350.6800      20444.5897       -680.2222       -515.8825         77.0874       2692.4444      30239.0282        598.6520        598.3348      -2563.4936      11406.1957      21381.5251        134.6313      -2460.6864      29870.0651      -1017.9422       8854.1212      28217.8805         93.1190      41657.4705      16095.2082       1781.7822      15538.7050      34243.4454        102.8732        265.4832      36398.0268       3277.0366      20482.2942       -186.9929      -2200.2407      21065.6057      -1421.7198      28630.3338      15549.5726      25445.6894       1784.8136      -3847.1463      26680.9909       2647.0856      32465.6382      29622.3561      -2336.5874      29216.2098      22431.7827      33852.1220      27318.0566
      -913.1049        118.4713        232.0561       -194.9585       -657.7953       -941.0330       -718.8237        814.5744       -232.9585       -463.5266        568.4296       -148.6814        527.8663       -387.1649         64.9827       -139.5678        240.6420       -591.3074        -41.7895        459.2354        278.5694        405.4761       -191.9395         47.6386       -391.5506       -357.8063         12.3720         67.9325        598.6520        638.5742        601.0224       -402.2789        -13.5906        283.0085        376.9337       -226.8198        575.4886       -304.8921        120.2622       -123.0567         73.6249        408.4308        -64.6627       -191.1767          3.6629      -1540.7012         -1.0587        -24.2365        -43.8295         -1.0568       -103.4668         36.1898         80.6912       -104.2028         48.6312         35.2330        -31.9710       -142.5223        -95.6907        139.3119       -109.6417        -75.1933         67.6952       -137.8383        223.3798         16.6119       -116.4488        -46.0130        -61.0906
      -706.5836        266.4828        216.5098        324.7390       -680.2052       -846.1884       -746.7964       1076.0294       -152.4984       -373.1395        687.1944       -258.9207        778.2910       -514.4778         19.8778       -105.2854        -27.3209       -658.3216        -35.1719        668.2697        218.2220        512.4914       -234.3106       -133.4911       -534.3081       -245.3535       -120.3695       -168.6567        598.3348        601.0224       1299.7495       -490.2342        209.5941        221.1909        346.1014        -15.2561        437.7941       -399.6694        195.9054       -332.7191        114.0249        -43.0569        245.7133       -340.2010        358.3335      -1717.3858         53.8906       -100.7088       -376.6543       -320.7305        282.3494         49.0080        296.9829        215.4981        263.8284         80.8900         46.7001        242.2348       -247.5645        486.1016        190.7416       -313.9275         91.5290        426.9618        458.0412        633.2654         17.0304        711.3453        297.4709
      -790.9503       -984.5571      -1054.4185        266.7325        178.8410        493.1129        743.8639       -638.0552       -120.6168        454.5955       -438.7328       -187.1402       -625.7757        781.0921       -627.7344         78.9876      -1334.9531       -593.9723         54.3913       -315.8615       -159.0699       -213.3612        387.2621      -1001.1282        350.1980        222.9617         13.2745       -549.4172      -2563.4936       -402.2789       -490.2342       1011.0596         40.1781      -1259.6601       -204.1195        664.5617      -2369.6448        684.2397       -485.0820      -1268.2111        -60.5200      -3171.1789         61.1933         -6.3350         97.5010       -802.2039        -42.1322         -3.3994      -1691.3951       -526.3188        122.1131        -40.3103         74.7587        159.2481         45.4975       -544.1797         84.5765        110.8327       -137.8878        155.2895        102.7060       -157.6456       -683.3946        216.3858         49.9174        214.5666        451.0139        213.9916        470.5324
     18528.7046      11832.3488       4725.8177      23385.4210       3223.0391        444.7235        623.4227      -1303.5801       2895.1473        476.6986       -896.2235       2140.0603       -863.8325       3400.3782       8496.9124         29.2793       6643.4574      14740.9324         13.0180        115.1820         22.7239        133.6328       -114.5615      14160.8182        -49.5729        -47.9587       -195.1361        164.8688      11406.1957        -13.5906        209.5941         40.1781      11273.8557      13741.9648        102.6717       -206.8470      11171.8005         32.4844       8746.5171      19779.5810         18.9835      15813.6016      15734.2272         -5.5439      15567.1807      26476.3701        -40.0207       -104.6614      25477.4840        305.5657      20156.4611       -148.2873        421.5062      19827.7078        467.8227      16992.9142      15404.6631      24606.1489        -34.7737        781.3430      24282.7181       -790.0438      21238.4631      29131.6880       -229.7976      28557.3340      22363.5645      33778.4007      29574.7871
     31754.3433      24378.5224       9350.5087      29306.3936       5761.9372       1419.7439       1103.4072      -4059.1521       6627.9530       1221.4561      -3510.5190       3924.9494      -2401.6439       5011.1635      16169.1657         15.5857      13419.6151      23875.5018         77.7458        312.8784        218.6002        -45.4430       -561.8232      27113.1181       -537.5668       -558.9873        -71.8178       2993.4377      21381.5251        283.0085        221.1909      -1259.6601      13741.9648      29436.0610        151.0957      -3247.0890      22514.0641       -621.9521      10193.5354      37485.4665        232.4335      29729.8582      19289.8803       1629.2220      19428.1511      42693.7559         56.6956        140.0323      48762.6056       4217.6831      24627.7538       -200.3698       -395.7214      26242.8615       -121.2081      22818.7255      17704.9793      30488.1279       1616.0801       -660.9013      32692.5099        142.3078      28525.0422      35678.2023      -1674.0126      36954.3200      25600.5295      40989.5009      33437.7759
       -88.2151        342.9477         28.6393         79.8746       -446.0308       -857.6149       -479.4627        664.7329       -230.7712       -336.9590        551.6283       -156.2577        440.6082       -328.4953        208.8787        -65.7493        -28.7698          8.5396        -74.6168        339.4692        218.0371        316.9634       -173.2738        273.5288       -294.5684       -336.7705       -226.9588         31.8014        134.6313        376.9337        346.1014       -204.1195        102.6717        151.0957        441.4315       -117.4245         59.7757       -215.2749        107.2643        227.9353        108.3166       -121.8520        108.3973       -190.4458        163.8509       -293.9802         13.0884        -62.0455        535.7375         46.6971        131.9004         22.6639        142.6200         32.8775         77.9445        -42.1443          4.9813        134.5319       -169.6062        249.8268         -3.8115       -164.3459          0.7027        183.9522        190.5114        263.3977        -44.3890        317.0202         89.5051
     -3028.0462      -2687.1441      -1100.5451       -457.3014       -455.5702         80.6878        182.6051        414.2675       -653.0095         82.1365        364.7064       -278.4883         12.8176         -0.2225      -1711.3843         39.0836      -1539.7030      -2225.0795         42.8163       -105.7251       -134.0850        -35.6078        323.8775      -2905.9928        201.1928        266.3494        -17.9263      -1079.9478      -2460.6864       -226.8198        -15.2561        664.5617       -206.8470      -3247.0890       -117.4245       1189.6687      -2564.4457        440.7985       -653.8631      -3902.0085        -59.7824      -3414.9464       -305.3336       -421.5809       -168.8691      -3867.5217        -37.6584       -108.9157      -5180.8461      -1311.7063       -336.3212        -33.2497        204.3506       -512.6205         70.9459       -934.9316       -248.5595       -585.4764       -590.1963        373.2664       -866.6355       -320.3311      -1019.3388       -445.8384        577.2720       -325.1629          3.4880       -410.7031        202.4916
     25046.2940      18818.3832      13126.4847      24393.5100       4670.6286       1388.5294        855.2997      -4801.7892       5091.6665        728.9504      -3933.3919       7292.9713      -5240.6155       5501.4705      12377.8753       -113.1161      18098.7868      18376.5183         37.3918        332.4712        139.7519         70.0117       -222.3212      20673.2351       -642.4024       -539.5479        178.9774       2743.2879      29870.0651        575.4886        437.7941      -2369.6448      11171.8005      22514.0641         59.7757      -2564.4457      30371.2592       -893.6494       8714.6511      28511.9907         99.4516      41374.3977      15758.4972       1931.5181      15601.0758      32697.5886        111.3128        319.5303      36814.0581       3350.7033      20062.5347       -187.9390      -2304.7550      21374.6621      -1549.2975      28639.1453      15513.4436      24947.9058       1880.7455      -4056.0394      27079.4612       2840.3413      32445.8039      29054.5525      -2351.4793      29626.3223      22416.3444      33157.4603      27164.1215
      -367.7695       -468.0401       -351.6285        332.5785        250.4532        557.3661        707.8683       -864.7520         49.5492        461.1999       -666.5503        169.3399       -960.8670        911.2722       -360.5406         51.9123       -440.8801       -396.4893         66.5278       -256.2169       -133.9336       -214.6575        350.7355       -562.4781        249.5612        183.9911         80.3616       -313.8909      -1017.9422       -304.8921       -399.6694        684.2397         32.4844       -621.9521       -215.2749        440.7985       -893.6494        567.8856       -384.5255       -686.8005        -39.1638      -1103.8007         60.1802        146.9356         58.4524       -510.3152        -15.1983         41.5438       -942.3551       -289.6379        106.6922        -51.2909       -152.8917        227.3720       -118.8479         15.1225        132.8265        128.0396         16.5122       -236.5122        267.2294        102.7440        -59.9456        191.3240       -139.2968        191.6848        480.4951        156.2705        377.3003
     13062.0643       8637.1218       3683.5335      18157.3297       2197.0700        150.2058        132.4532       -802.9156       2088.1518        123.2821       -525.0265       1538.2802       -294.2835       2622.8799       6170.3438         -3.5358       5182.2303      10389.6587        -37.3079        114.6959         67.8593         96.5150       -317.2217      10300.0018       -114.9416       -105.3735        -89.8392        524.8475       8854.1212        120.2622        195.9054       -485.0820       8746.5171      10193.5354        107.2643       -653.8631       8714.6511       -384.5255       8971.5973      14354.3505         10.8036      12234.5462      12222.6400         63.8012      12114.8037      18628.9946         -5.2202         -4.8100      18488.5223        290.7429      15622.5572        -69.2781        385.2249      15461.9034        570.5747      13916.5583      13695.6987      19068.7376        144.2409        660.8036      18938.5262       -427.2805      16904.9022      22488.0065       -126.6365      22252.4793      18946.0970      26036.6140      24725.7721
     48131.3765      32382.6516      11994.4225      41669.3959       8895.9658       1897.5815       2265.4568      -5779.0496       8054.9870       1527.7226      -4061.9339       5183.8445      -3080.9632       6571.5727      22503.5851         96.4195      17213.4774      37194.8214        -49.0632        -26.3881        115.4867        -59.1109       -916.6276      37730.5382       -149.6019       -591.4152       -550.4956       4009.3676      28217.8805       -123.0567       -332.7191      -1268.2111      19779.5810      37485.4665        227.9353      -3902.0085      28511.9907       -686.8005      14354.3505      52550.3412         50.5772      39660.4139      27840.2509       2041.3356      27352.5513      67062.8683        -73.7566         22.5633      68196.6920       5926.4464      35541.6122       -333.7257       -303.8356      36341.5369         30.5877      31463.1735      24875.9880      43984.6111       2028.5617       -457.2162      45173.9028       -189.0105      39490.6312      51327.0367      -2542.6927      51107.9005      35968.5162      58877.0901      47281.8990
      -419.3039        202.8275         28.2451         40.9996       -253.6224       -300.6187       -224.2306        260.8101         -7.9327        -80.2675        119.4414        -42.5970        109.8626        -61.9811         25.9452        -26.5944         46.7401       -423.8715        -23.8531        102.0433         85.3818         -6.0594        -28.1200         -7.7500       -143.8521        -52.1065          9.7565        -12.4845         93.1190         73.6249        114.0249        -60.5200         18.9835        232.4335        108.3166        -59.7824         99.4516        -39.1638         10.8036         50.5772        168.4281         41.2469         10.2874        -50.8103         52.4382       -743.1530        105.7865          7.5624        287.9739         40.1166         21.9215         23.1534         22.4793         43.1022         13.6464         29.4953         10.7131         33.4354        -34.7149         38.9940         69.6341        -38.9082         38.8401         51.7730         23.3314         96.4673         18.7302        114.3740         36.1413
     36616.7789      25368.4378      18170.7937      34212.0190       7148.3082       2490.2673       1596.8033      -7086.1211       6837.6708       1115.3790      -5507.9134      10153.8013      -7372.1300       7557.5130      17099.8571        -97.6990      24936.9468      27356.6898         43.7941         28.2115         32.6779       -192.6253       -294.6192      28648.0389       -538.5528       -527.3510        240.0923       3882.8364      41657.4705        408.4308        -43.0569      -3171.1789      15813.6016      29729.8582       -121.8520      -3414.9464      41374.3977      -1103.8007      12234.5462      39660.4139         41.2469      58293.4196      22351.1920       2761.8600      21478.7926      49092.8097         62.2016        459.6013      51058.9680       4791.4159      28466.6116       -301.9279      -3310.8020      29350.2079      -2184.8797      39974.1517      21733.5230      35453.6012       2707.0735      -5769.5371      37249.2214       3942.0555      45349.0415      41154.1707      -3644.7696      40407.3645      31406.5368      46853.6967      38037.1115
     26175.2364      16627.1144       6677.6025      32731.0788       4632.2673        748.7934        963.4373      -2018.1286       4093.7496        709.9705      -1382.5658       3048.1642      -1313.0893       4866.2169      11944.2626         51.5048       9383.5598      20811.3907         19.7996        106.0284         11.7466        145.3519       -142.2612      19920.6897        -31.1459        -42.2189       -266.3774        284.1026      16095.2082        -64.6627        245.7133         61.1933      15734.2272      19289.8803        108.3973       -305.3336      15758.4972         60.1802      12222.6400      27840.2509         10.2874      22351.1920      22031.8828         94.1865      21753.4834      37422.9639        -53.1759       -136.5653      35836.2851        495.5845      28224.7773       -215.8389        534.0566      27760.5942        617.0724      23856.9255      21582.5378      34452.9800         16.0600        988.0557      34025.4362      -1052.8737      29786.3788      40755.1798       -393.4978      39917.2099      31356.2547      47217.7897      41400.7120
      1996.3904       1417.1441        898.8694        402.7910        769.6625        802.4276        681.8692      -1570.6117        606.4627        446.5612      -1222.3468        649.2690      -1256.1141       1115.1021        853.6410         49.7996       1227.0689       1295.0051         23.9098       -222.1742        -84.0499       -223.9428        145.0123       1489.5260        111.6784          9.6596         46.4690        603.9041       1781.7822       -191.1767       -340.2010         -6.3350         -5.5439       1629.2220       -190.4458       -421.5809       1931.5181        146.9356         63.8012       2041.3356        -50.8103       2761.8600         94.1865        725.2800       -104.8090       2453.8366         -0.2749        148.4934       2590.9348        718.6596        110.0843        -63.1996       -507.0305        356.0198       -310.2782       1055.5886        246.6290        253.6319        556.4186       -864.6631        668.8979        553.2342        915.7410        124.5924       -662.1372        115.8748        343.6194        -65.6605       -127.0424
     25071.9812      16477.3312       6473.9650      32511.8953       4289.1676        489.9461        756.0884      -1668.3768       4054.2669        603.1658      -1156.1400       2910.2254      -1104.0866       4744.7940      11755.5484         35.5236       9265.1973      19823.5157          6.4057        188.0547         31.7990        181.7577       -135.1757      19565.2128        -96.4741        -47.1841       -265.6194         81.5789      15538.7050          3.6629        358.3335         97.5010      15567.1807      19428.1511        163.8509       -168.8691      15601.0758         58.4524      12114.8037      27352.5513         52.4382      21478.7926      21753.4834       -104.8090      22084.8229      35608.3123        -22.6151       -166.2091      35244.4022        268.7083      27868.6410       -198.2458        656.4533      28048.8496        674.2617      23595.0960      21482.1873      33977.7108       -140.1311       1180.4792      34278.5735      -1120.2179      29556.6001      40271.0170       -166.7430      40440.9134      31203.8849      46717.7593      41336.2051
     72714.0278      38468.4638      14152.5905      55437.5707      14093.6267       4419.8813       4780.4125      -8801.5044       9311.9707       2344.5288      -4861.4499       6478.2150      -3981.2203       8118.9803      28302.4657        428.1168      20072.1155      57296.5815       -236.7141      -1144.7771        -98.8903        308.8717      -1521.1016      47875.6690       1245.0790        120.2900      -1148.5648       4758.2479      34243.4454      -1540.7012      -1717.3858       -802.2039      26476.3701      42693.7559       -293.9802      -3867.5217      32697.5886       -510.3152      18628.9946      67062.8683       -743.1530      49092.8097      37422.9639       2453.8366      35608.3123     104342.0075       -652.9230       -395.1139      85827.1694       7188.4970      47765.5886       -585.6147        -46.4753      46451.1959        328.9540      40077.4301      32170.8056      59082.2892       2372.8495         71.7782      57740.8363       -843.2876      50509.8083      68811.3791      -3813.2477      65209.7908      46526.1896      78674.5360      61558.5153
      -653.9669        -55.4216         10.1356        -79.5942       -315.1788       -289.5663       -183.2516        219.8906        -38.6158        -63.8550         73.9759        -12.8730         39.3255        -21.2009       -112.4936        -15.1429         69.1492       -409.2334       -200.5935         19.6214         96.8464        -50.4495        -30.4188       -218.0862        -45.0709          9.1693         52.2934        -19.4994        102.8732         -1.0587         53.8906        -42.1322        -40.0207         56.6956         13.0884        -37.6584        111.3128        -15.1983         -5.2202        -73.7566        105.7865         62.2016        -53.1759         -0.2749        -22.6151       -652.9230        429.9970         46.0064          6.8775         23.0823        -49.1539         30.7594        -14.8716        -36.6859        -13.4518         21.2158         -9.3387        -46.0485          3.5835        -31.5784         -1.4392         14.1811         16.0222        -69.5783        -36.3667        -73.6484         -3.6323        -66.7766        -30.3044
      -274.6843         58.2680        147.8729       -147.7391         52.8680        122.4390         72.3197       -302.6667         79.9365         58.0381       -263.6508        104.1832       -262.1029        262.0450          7.2973          0.4573        213.9612       -219.0557         10.0916        -55.5443        -23.7418        -91.6277         56.1412         22.4626         12.3981         -3.8256         62.5856        130.1849        265.4832        -24.2365       -100.7088         -3.3994       -104.6614        140.0323        -62.0455       -108.9157        319.5303         41.5438         -4.8100         22.5633          7.5624        459.6013       -136.5653        148.4934       -166.2091       -395.1139         46.0064         83.9608         28.2092        109.9082       -174.1219          4.6887       -124.0515        -93.9582        -68.7475        100.9788        -24.8695       -162.0140        160.7369       -223.7376        -40.4019        151.3081         36.5134       -256.5610       -201.7234       -294.0898         -6.9781       -342.0929       -123.5393
     61816.5261      42435.1656      15454.7668      53680.9948      11078.6562       1831.3717       2604.9326      -7064.4252      10310.0995       1805.1410      -5008.9299       6622.6358      -3813.3519       8340.5807      29192.0553        127.3679      22233.4981      47514.0561        -96.2501        130.3626        267.5013        -39.0801      -1239.3735      48934.4452       -362.4307       -965.3253       -808.1493       5245.9272      36398.0268        -43.8295       -376.6543      -1691.3951      25477.4840      48762.6056        535.7375      -5180.8461      36814.0581       -942.3551      18488.5223      68196.6920        287.9739      51058.9680      35836.2851       2590.9348      35244.4022      85827.1694          6.8775         28.2092      89312.4472       7933.7706      45772.1541       -401.5485       -368.0056      46817.1558         32.2926      40511.0250      32028.5575      56676.7167       2589.2515       -542.0751      58242.8007       -290.6650      50852.7476      66137.8522      -3256.2269      65949.3750      46263.3566      75943.1236      60815.2134
      5321.8132       3818.7722       1459.3862        784.0207       1022.6682        175.0569        242.1103      -1163.0685        864.2681         93.8987       -785.2083        568.8582       -570.8488        347.9693       2512.0956          2.7872       2113.5799       3933.6659        -46.0534        -90.1680         50.9523       -104.5570       -270.2986       4281.8947        -38.9696       -221.0831        -49.1841       1376.8617       3277.0366         -1.0568       -320.7305       -526.3188        305.5657       4217.6831         46.6971      -1311.7063       3350.7033       -289.6379        290.7429       5926.4464         40.1166       4791.4159        495.5845        718.6596        268.7083       7188.4970         23.0823        109.9082       7933.7706       2035.7139        579.5991         -9.3437       -477.8687        803.5388       -326.1966       1373.7462        491.2885        962.5531        801.0361       -812.4340       1282.0093        578.0904       1526.4900        759.9214       -942.5223        545.8913        252.4970        639.3513       -183.2101
