Energy outputs   (0.189 MeV RMS for JP fit) 
       exp      error        BAB         JP       Diff 
    649570.0249     383538.2955     118621.7806     236629.3344        785.6222       4250.5255       2220.4575      17637.5075       1055.7826       2312.5022       6804.2201      -1427.9425       2943.5093       6180.4344     -13729.6883        -23.6277      -8284.0266     -11085.4718         -6.3805        311.2684         80.6614        430.2295        933.4808     -25912.7339         25.0533         99.1090        573.0550       2974.2365      -4771.6516          0.0550        428.5037       1815.0101       -180.6499      -7312.5510        327.7179       2959.7754      -5608.6079        582.2275       2420.2893     -23480.7876        -23.2103     -26617.5821      -3596.5041       -293.7871       5643.0908     -38567.2941        104.1666        110.1943     -29022.3603       4663.5284     -10589.6538        109.0392          7.7440      -9995.9539         32.1266      -7471.7368      -1408.1923      -8793.8201       -169.6564        229.2892      -4863.0668        619.3240      -1741.7907     -18489.3504        772.2123     -23532.0318      -4158.8465       6390.6601      -8342.6366
   -261393.3811    -161344.6793     -68777.8643    -170799.4783       -296.9522       -677.8581       -484.5870      -3667.3820       -447.6054       -501.4894      -1427.9425       1158.8154       -966.9937      -2813.7635       6288.5389          2.9275       5355.2414       4860.0151         -0.6845        -55.7549        -20.9124        -66.9440       -238.7568      11848.7362         -6.3142        -20.6931        -89.6170       -672.8364       2984.9437         -2.2753        -83.8307       -628.6125        139.7404       3402.4802        -66.1197       -704.2047       3587.4445       -210.1998      -2717.2488      10831.0351          3.3274      17044.4466       2776.1915         56.1045      -4507.5562      16983.1972        -11.7829        -31.2863      13264.0182      -1019.3723       8309.8042        -22.8959         -0.3806       7865.7788         -5.7203       7985.1634       1801.7410       6776.0436         35.1069        -17.5637       3696.5319       -106.1905       1786.5383      14470.4647       -151.3779      19329.0369       5480.5779      -4987.8519      10847.6910
    273161.1668     160204.8122      58687.2996     111914.7763        333.3868       1680.2260       1276.5729       7652.7710        437.6398       1188.0768       2943.5093       -966.9937       2270.3034       2818.4326      -5832.4598        -10.4175      -4225.9725      -4724.5218         -2.0185         91.7605         30.1012        139.4033        317.6922     -10993.5709          7.3428         37.4779        215.5821       1133.1259      -2395.6427         -1.2959         84.7424        659.4975        -86.4567      -3074.2087        109.6964       1095.8677      -2833.6168        167.6184       1212.5203      -9991.4524         -7.0170     -13611.1110      -1718.2998       -123.4892       2712.1787     -16467.8967         34.6235         36.9721     -12337.3543       1778.1094      -5087.9818         43.5222         -4.1003      -4806.0102          2.0158      -4378.3090       -738.2894      -4214.3188        -71.0089        -62.4551      -2327.1749         88.3580       -977.8025      -8894.7473        333.8715     -11376.0935      -2225.9027       3066.0590      -4401.8889
    832490.4370     510373.8475     194438.0002     531476.6041        961.8322       2721.3927       1538.9136      16275.1380       1413.2816       1598.2218       6180.4344      -2813.7635       2818.4326      12000.5262     -19673.0650        -11.0420     -14852.3452     -15295.9459          0.6523        178.0870         59.4232        228.8627        682.3406     -37065.6145         19.2874         67.6354        323.2810       2223.1935      -8339.4723          4.5329        290.9893       1639.7250       -429.8224     -10594.1540        217.3246       2267.9162      -9958.6407        532.2339       8341.8799     -33869.2643        -13.3345     -47527.0604      -8549.4460       -224.2591      13843.4946     -53452.2337         44.1070         83.4234     -41493.4057       3345.6893     -25576.0581         85.7230         11.6898     -24212.8139         41.5658     -22120.4431      -5534.7643     -20859.3090       -119.5180        333.1117     -11390.0065        742.3419      -5061.4877     -44487.3191        549.3226     -59263.0912     -16786.7156      15329.0151     -32857.2844
  -2193232.2642   -1334975.2181    -467369.5683   -1148097.2536      -2482.4033      -6681.5223      -4343.9349     -36888.8423      -3604.7943      -4542.1668     -13729.6883       6288.5389      -5832.4598     -19673.0650      50790.9320         30.7938      35217.9268      39764.7099         -2.4998       -917.3477       -281.0957      -1168.4630      -2731.1166      95563.3423        -81.4464       -275.5436      -1341.5867      -7525.8423      19960.0023        -22.9054      -1327.2876      -5637.0236        926.4907      27164.0696      -1034.6097      -7748.6304      23738.0493      -1954.3825     -15980.3856      87062.5463         85.7024     112434.4791      18401.6006        607.1483     -29741.3323     138457.1973       -145.0593       -359.2556     107054.4168     -11836.4040      54856.7450       -264.9749        -33.4000      51890.9601        -84.8978      45023.6942      10305.1274      44956.3378        363.6639       -947.8265      24591.1466      -2148.1943      10508.7782      95634.8155      -1690.9581     126545.8797      31266.1489     -33039.4715      63259.6897
     -1929.5465      -1011.0150       -195.1809       -491.1900         -2.7476        -26.0733        -15.2830        -60.5820         -3.1379        -15.7387        -23.6277          2.9275        -10.4175        -11.0420         30.7938          0.8069         10.1790         29.5543          0.0089          0.6564          0.6968          1.0172         -2.2503         61.5783          0.0305         -0.0263         -5.9598         -8.0163          6.8588          0.2677          0.5291         -0.9972          0.3399         15.4196         -0.6763         -6.5746          7.2930         -0.7074         -2.8498         54.0524          0.0805         37.3758          6.7176          1.0040        -10.0111        108.3417         -0.5476         -0.5387         71.2381        -14.0510         19.8518         -0.3592         -0.0656         16.3385         -0.1276          8.0312          1.5273         16.7463          0.3441         -1.5879          8.2177         -2.7562          1.9915         34.5158         -3.1263         38.0844          4.2307        -12.1984          9.6173
  -1461431.3092    -907801.2289    -360246.9686    -890327.4549      -1647.7230      -3564.9856      -2114.2489     -21629.7200      -2505.2392      -2225.5249      -8284.0266       5355.2414      -4225.9725     -14852.3452      35217.9268         10.1790      27972.1386      27079.1457         -5.7115       -405.8891       -139.3400       -467.6860      -1522.4814      66386.7526        -44.1293       -134.8844       -540.0768      -4308.9214      15595.3434        -17.9577       -669.3461      -3811.6992        725.2633      19138.1935       -461.7193      -4509.5283      18750.4008      -1282.7996     -13496.5137      60631.8963         33.3100      88612.3498      14414.8196        357.0742     -23520.5510      94544.1619        -49.0428       -187.1356      74279.1585      -6622.4362      43098.8851       -139.5082         -8.8575      41079.7311        -36.0721      38869.7407       8870.5159      35203.1334        220.1105       -313.1561      19358.6634       -953.8479       8902.0882      75071.8211       -934.4358     100748.3952      26982.8844     -25888.7119      53900.0432
  -1773460.9874   -1051766.0626    -364737.6474    -889943.6668      -2011.0213      -5998.2979      -3816.4065     -30590.7807      -2804.2483      -3820.6327     -11085.4718       4860.0151      -4724.5218     -15295.9459      39764.7099         29.5543      27079.1457      31930.6703          1.5770       -813.2100       -275.2219      -1176.9619      -2287.8427      74867.5076        -63.2300       -235.0333      -1206.5244      -6097.7084      15532.0906        -15.9162      -1093.6329      -4460.7963        717.5267      21009.4266       -899.6979      -6182.9567      18265.3245      -1558.4525     -12275.6120      68178.7533         58.8260      87354.1239      14257.9498        493.2632     -22786.8241     111045.2047       -160.5689       -317.0903      83942.1636      -9620.8048      42487.6493       -219.3278        -26.7194      39699.4545        -68.2589      34529.7844       7899.0812      34847.7906        293.6019       -758.4335      18858.3418      -1734.5335       8057.9133      74078.1652      -1413.4351      96688.0231      23944.1796     -25591.7035      48462.7142
      -549.8535       -179.0320         14.2068        173.3834         -0.8872        -17.5594         -6.1543        -21.9085         -0.1696         -4.7222         -6.3805         -0.6845         -2.0185          0.6523         -2.4998          0.0089         -5.7115          1.5770          0.4793         -2.5316          0.5159         -3.8878         -0.0994         -7.1291         -0.0364         -0.6648         -2.4436          0.0039         -2.9269         -0.0168         -1.1985          0.8288         -0.1685         -2.5154         -1.5927          0.5454         -3.5075          0.0566          2.5569        -10.1453         -0.1256        -19.6407         -3.3227         -0.0891          5.6498         -1.6425         -2.6873         -0.5923         -8.2846         -0.5764        -10.0000         -0.0919          0.0088         -9.6433          0.0208         -7.9203         -1.3461         -8.2778         -0.0590          0.2534         -4.4631          0.4656         -1.8579        -17.1596          0.1333        -23.8843         -4.0480          5.9193         -8.7272
     53702.3624      28586.6190       7583.8067      10255.6038         53.1694        200.8622        148.7868       1012.0626         61.4835        138.9793        311.2684        -55.7549         91.7605        178.0870       -917.3477          0.6564       -405.8891       -813.2100         -2.5316        152.1444         39.9152        202.3059        131.1423      -1645.7284          7.5846         24.4931        107.6262        247.8919       -273.4031          3.5441        143.4322        201.4620         -7.1957       -444.6248        101.2933        245.5620       -304.9191         81.3405         97.4803      -1418.6343         -4.1992      -1294.8565       -142.0255        -14.6930        215.0435      -2547.0515         32.9281         22.7245      -1816.0150        374.5057       -406.7481          7.9655          1.0819       -370.8670          2.4765       -249.9391        -42.2119       -343.6870         -9.6188         26.6262       -187.5714         47.9967        -58.3759       -727.6022         41.4007       -898.4198       -109.5966        255.9747       -254.2076
     17523.6715       8728.9974       2335.9950       3715.8133         16.1763         29.2688         39.8433        294.0208         18.5573         33.6818         80.6614        -20.9124         30.1012         59.4232       -281.0957          0.6968       -139.3400       -275.2219          0.5159         39.9152         29.1060         68.0833         47.1072       -524.5678          2.3941          6.7006         25.6107         75.3695        -87.7182          1.3344         30.4118         58.6913         -2.6879       -145.9863         34.5041         79.4379       -100.2329         24.0515         38.9879       -469.6336         -2.5068       -446.2339        -53.7856         -4.5864         81.2787       -903.4330          3.9556          7.5307       -599.2325        116.5471       -156.6417          2.0939          0.2454       -140.6672          0.5869       -102.8480        -18.0239       -131.9583         -3.0716          7.0240        -71.5152         15.3195        -24.4407       -278.9450         12.6968       -345.6261        -48.9209         96.4759       -107.3236
     79515.5411      37933.1773       9652.0878      12412.4810         81.7416        389.4228        260.3197       1600.8712         77.3032        207.0444        430.2295        -66.9440        139.4033        228.8627      -1168.4630          1.0172       -467.6860      -1176.9619         -3.8878        202.3059         68.0833        342.7826        191.4563      -2098.3087          8.9463         39.1187        166.5100        330.5467       -328.5182          4.8310        182.8541        247.4532         -8.3082       -539.3433        152.8496        310.4943       -361.6877        108.4095        107.9818      -1786.8040          1.9828      -1552.0779       -165.7613        -18.8861        237.7701      -3753.8603         62.7046         40.2106      -2304.1445        495.0077       -472.8039         12.4710          1.2775       -402.7732          2.7882       -261.2248        -45.1922       -402.0434        -12.0214         33.0719       -212.1459         64.8036        -61.6101       -849.8200         56.5447       -979.4803       -113.9421        296.5167       -266.7494
    135029.1135      76931.6509      22628.3973      41668.4415        148.5998        532.4697        351.6630       2729.3634        191.2044        351.2272        933.4808       -238.7568        317.6922        682.3406      -2731.1166         -2.2503      -1522.4814      -2287.8427         -0.0994        131.1423         47.1072        191.4563        276.0540      -5126.7362          9.0923         31.1474        157.2884        666.8604       -913.9953          2.8521        164.4529        493.6243        -31.7379      -1412.4787        130.6313        673.9928      -1049.1868        181.2980        455.0643      -4631.0227         -9.4428      -4938.2586       -630.7278        -48.8071        979.8602      -7858.9616         18.0593         34.3000      -5759.1149       1029.4985      -1847.3590         20.6217          2.8757      -1701.4258          7.2540      -1248.7803       -222.3783      -1542.7165        -31.8192         73.0664       -836.5192        147.4241       -294.7575      -3233.5965        146.9368      -4031.2285       -619.1538       1123.9779      -1346.0175
  -4124415.7285   -2513020.3180    -880022.1255   -2163572.2222      -4666.5803     -12577.6027      -8135.6289     -69380.1270      -6794.5905      -8545.5882     -25912.7339      11848.7362     -10993.5709     -37065.6145      95563.3423         61.5783      66386.7526      74867.5076         -7.1291      -1645.7284       -524.5678      -2098.3087      -5126.7362     180165.4258       -149.4233       -509.5960      -2463.0188     -14199.3135      37608.3702        -43.1443      -2452.4321     -10609.2045       1745.9965      51224.6909      -1916.7634     -14635.5226      44733.4006      -3671.0616     -30089.5975     164154.0799        158.5825     211926.8848      34677.8781       1147.3942     -56041.7686     260886.4574       -248.4717       -667.4324     201821.5963     -22342.2087     103379.2003       -499.3675        -63.0012      97788.6010       -160.2737      84807.0199      19395.8132      84727.7818        688.4142      -1788.1725      46347.8195      -4057.3474      19794.6676     180224.0746      -3198.0661     238443.7607      58844.0641     -62264.9385     119068.0676
      3870.7857       2378.6064        707.7067       1057.0177          4.0526          5.5349          6.9221         75.2611          5.5849          8.4850         25.0533         -6.3142          7.3428         19.2874        -81.4464          0.0305        -44.1293        -63.2300         -0.0364          7.5846          2.3941          8.9463          9.0923       -149.4233          0.7462          1.6994          7.4361         21.4789        -27.9182          0.2688         10.5083         18.7461         -0.7957        -41.8617          6.9096         21.8374        -31.9235          6.9680         11.3770       -129.8643         -0.7202       -141.0099        -15.7362         -1.4113         24.6325       -208.3725          0.9231          1.1524       -162.4487         30.9362        -45.2860          0.5855          0.0740        -42.7934          0.2204        -32.2310         -5.3080        -37.8451         -0.9373          1.8473        -20.9503          3.5818         -7.4250        -79.4520          3.8571       -101.3977        -14.6390         27.7991        -31.6582
     15155.6660       8351.0647       2257.7568       3497.0280         16.3191         64.4487         46.5426        321.5525         18.2337         36.9238         99.1090        -20.6931         37.4779         67.6354       -275.5436         -0.0263       -134.8844       -235.0333         -0.6648         24.4931          6.7006         39.1187         31.1474       -509.5960          1.6994          9.2013         33.8037         74.3060        -83.4330          0.8538         24.2879         50.1784         -2.5474       -133.4524         29.8043         70.9599        -95.7229         20.8887         34.3872       -438.3065         -0.4155       -432.1555        -50.6746         -4.9639         77.0955       -782.5224          7.3933          5.5648       -559.4989        109.2776       -147.1028          2.4100          0.2228       -133.7250          0.5566        -95.5147        -16.4534       -123.5247         -2.9076          6.1066        -66.8228         13.3262        -22.5214       -258.4388         14.1858       -318.7203        -45.3753         89.9905        -97.4375
     78928.2714      41599.9543       9956.9033      16027.1640         90.2316        486.9791        335.2899       1854.6118         93.6065        294.8396        573.0550        -89.6170        215.5821        323.2810      -1341.5867         -5.9598       -540.0768      -1206.5244         -2.4436        107.6262         25.6107        166.5100        157.2884      -2463.0188          7.4361         33.8037        203.9815        370.1971       -359.5083          0.4939        118.8887        213.7030        -11.1897       -618.9434        132.4487        332.1580       -388.7772         92.3257        130.2144      -2148.2838         -5.2580      -1812.6300       -222.5771        -27.7717        329.8451      -4084.0245         33.1547         31.0977      -2745.9782        577.9750       -643.4476         13.3997          1.6646       -552.0043          3.5197       -345.9124        -60.4694       -544.5302        -13.4750         41.1751       -279.7880         79.3794        -81.3816      -1130.3798         85.8878      -1308.8179       -160.0725        395.8264       -359.3798
    355565.7220     210005.4452      62887.2593     113368.8175        405.6860       1559.4728        970.1940       8212.5824        538.2908        993.9806       2974.2365       -672.8364       1133.1259       2223.1935      -7525.8423         -8.0163      -4308.9214      -6097.7084          0.0039        247.8919         75.3695        330.5467        666.8604     -14199.3135         21.4789         74.3060        370.1971       1889.6601      -2544.9442          5.1672        358.6135       1287.4225        -86.0525      -3939.0369        282.0293       1899.8869      -2940.4246        445.1883       1152.0262     -12831.3102        -24.4013     -13932.9542      -1711.1338       -157.3550       2649.6993     -21122.9252         33.2089         66.8561     -15885.9484       2923.2759      -5000.2600         58.7209          5.4141      -4646.6697         17.7960      -3392.7461       -577.5745      -4191.2944        -99.3444        151.9728      -2293.4139        366.2670       -795.3410      -8735.2921        455.1800     -10810.5111      -1631.5634       3031.4706      -3460.7797
   -840366.8947    -515420.8092    -203525.8864    -498780.4429       -947.8275      -2118.0721      -1273.6336     -12669.5910      -1406.6869      -1314.1792      -4771.6516       2984.9437      -2395.6427      -8339.4723      19960.0023          6.8588      15595.3434      15532.0906         -2.9269       -273.4031        -87.7182       -328.5182       -913.9953      37608.3702        -27.9182        -83.4330       -359.5083      -2544.9442       8818.5642        -10.8686       -456.5195      -2243.3151        406.8946      10727.6434       -300.8200      -2638.6980      10486.8551       -758.8376      -7521.6911      34324.4346         20.0452      49935.9611       8088.0810        209.9563     -13049.1064      54180.3574        -34.8599       -113.1676      42068.8391      -3905.1338      24168.2750        -82.8157         -5.6686      22776.1673        -22.5018      21618.1048       4927.4282      19750.6450        130.1141       -192.5953      10745.5468       -571.0750       4949.3986      42099.8653       -559.1943      55806.1660      14976.3175     -14521.5680      29933.7954
       899.0867        620.6039        261.1400        367.6025          0.6084         -7.6774         -3.1920          3.5348          1.2141         -3.8325          0.0550         -2.2753         -1.2959          4.5329        -22.9054          0.2677        -17.9577        -15.9162         -0.0168          3.5441          1.3344          4.8310          2.8521        -43.1443          0.2688          0.8538          0.4939          5.1672        -10.8686          0.3243          5.3071          8.2245         -0.2992        -12.9524          3.1773          6.4332        -13.0931          3.1046          5.6858        -36.4342          0.1217        -54.4093         -5.9445         -0.1279          9.7370        -48.8815          0.5659          0.3454        -44.3172          5.7292        -17.2885          0.1133          0.0155        -17.2181          0.0472        -15.7316         -2.6596        -14.0456         -0.1992          0.4230         -8.1878          0.7167         -3.6037        -30.3756         -0.1567        -43.6705         -7.5332         10.5969        -16.2204
     68616.6582      39723.6913      11619.7781      16807.2866         71.0163        203.7272        141.1983       1333.5985         90.3235        145.0160        428.5037        -83.8307         84.7424        290.9893      -1327.2876          0.5291       -669.3461      -1093.6329         -1.1985        143.4322         30.4118        182.8541        164.4529      -2452.4321         10.5083         24.2879        118.8887        358.6135       -456.5195          5.3071        269.7416        338.5237        -12.1557       -676.8665        111.5258        360.8914       -510.7607        130.3756        167.0327      -2168.2484         -6.4004      -2188.1961       -241.9263        -24.8518        369.7967      -3648.8283         14.9648         24.2845      -2695.3474        534.3853       -693.6651          9.2471          1.9236       -638.6921          4.7286       -451.5854        -72.9237       -581.3396        -16.5952         43.7654       -318.4374         75.1878       -101.4785      -1224.9699         61.5410      -1541.6128       -193.9039        432.0795       -443.6325
    253729.2145     153119.6364      53647.3289      95063.3236        283.5808        805.1909        426.1350       5068.9410        397.9077        456.8683       1815.0101       -628.6125        659.4975       1639.7250      -5637.0236         -0.9972      -3811.6992      -4460.7963          0.8288        201.4620         58.6913        247.4532        493.6243     -10609.2045         18.7461         50.1784        213.7030       1287.4225      -2243.3151          8.2245        338.5237       1194.0831        -74.3587      -2995.4048        197.0449       1323.9529      -2610.9610        414.7101       1163.5371      -9589.8637        -12.5979     -12264.9910      -1481.7924        -99.8872       2333.7451     -15407.3647         19.8432         47.5812     -11810.6860       1886.9788      -4351.5243         37.2188          3.2998      -4082.6748         11.9018      -3382.5258       -582.5959      -3603.3901        -66.0175         89.7822      -1978.7473        224.1416       -784.9585      -7581.8286        263.8050      -9758.3701      -1661.7509       2627.7835      -3499.6552
    -38077.9096     -23479.7266      -9282.2840     -26073.8178        -42.7356        -77.7276        -51.8789       -470.6483        -64.8843        -55.3931       -180.6499        139.7404        -86.4567       -429.8224        926.4907          0.3399        725.2633        717.5267         -0.1685         -7.1957         -2.6879         -8.3082        -31.7379       1745.9965         -0.7957         -2.5474        -11.1897        -86.0525        406.8946         -0.2992        -12.1557        -74.3587         21.4599        498.8464         -8.7980        -91.4077        485.9607        -25.7939       -419.9031       1597.9300          0.6091       2323.7339        426.0445          6.6640       -690.2177       2509.1720         -1.0382         -4.4977       1954.8755       -132.8185       1277.0888         -3.3871         -0.5123       1201.5601         -1.2314       1131.7364        281.4504       1040.2760          3.9074        -14.9024        563.3349        -32.9916        261.0975       2223.7636        -18.5089       2961.5764        857.8345       -766.9968       1710.8080
  -1156230.1621    -714721.3093    -251229.1066    -618968.3475      -1305.3436      -3419.3597      -2166.5241     -19180.8777      -1955.5123      -2367.6775      -7312.5510       3402.4802      -3074.2087     -10594.1540      27164.0696         15.4196      19138.1935      21009.4266         -2.5154       -444.6248       -145.9863       -539.3433      -1412.4787      51224.6909        -41.8617       -133.4524       -618.9434      -3939.0369      10727.6434        -12.9524       -676.8665      -2995.4048        498.8464      14751.6955       -502.5673      -4119.0533      12895.3389      -1033.0932      -8647.5259      46706.0705         47.7909      60508.1683       9905.5323        318.6618     -16170.2295      73245.2708        -55.5560       -181.8706      57392.7068      -6202.0812      29538.6680       -136.3374        -17.5569      28253.4850        -44.4057      24412.6259       5581.0611      24197.6125        192.2643       -498.8955      13374.7049      -1126.7184       5699.9645      51505.6417       -864.8360      68969.7188      16940.4909     -17793.1127      34271.8763
     58502.6002      32163.7809       8075.3613      12396.2870         60.4735        188.6812        173.1774       1160.1230         66.4090        139.3970        327.7179        -66.1197        109.6964        217.3246      -1034.6097         -0.6763       -461.7193       -899.6979         -1.5927        101.2933         34.5041        152.8496        130.6313      -1916.7634          6.9096         29.8043        132.4487        282.0293       -300.8200          3.1773        111.5258        197.0449         -8.7980       -502.5673        131.9172        275.3700       -334.0471         84.3626        119.4150      -1681.3820         -8.3091      -1496.0027       -175.5317        -17.8696        266.0542      -3020.7940         19.8479         24.8436      -2158.7121        442.0269       -509.6948          8.4613          1.1918       -451.5066          2.3541       -311.6347        -54.5837       -429.0469         -9.5106         30.3442       -226.6720         58.2531        -73.3018       -901.2827         50.6705      -1114.0208       -145.6708        315.6738       -326.4575
    358590.2630     215555.8167      64896.8706     119530.3186        406.2631       1460.1513        912.9256       8003.1741        558.6440        979.8388       2959.7754       -704.2047       1095.8677       2267.9162      -7748.6304         -6.5746      -4509.5283      -6182.9567          0.5454        245.5620         79.4379        310.4943        673.9928     -14635.5226         21.8374         70.9599        332.1580       1899.8869      -2638.6980          6.4332        360.8914       1323.9529        -91.4077      -4119.0533        275.3700       1959.1294      -3078.2622        459.1402       1258.6086     -13248.7257        -27.4979     -14473.2462      -1814.4713       -153.2036       2831.1030     -21436.6239         23.7682         64.5221     -16391.4641       2937.2033      -5309.7446         56.4709          6.1467      -4972.0633         19.1910      -3640.9872       -629.6391      -4440.7156       -100.8159        167.7440      -2441.7193        376.9373       -856.0747      -9280.5440        445.8746     -11606.0958      -1779.8738       3221.6986      -3784.2451
   -988157.4081    -613172.6180    -242490.1953    -596947.2776      -1112.7873      -2429.7413      -1443.3816     -14673.2734      -1689.1409      -1518.9763      -5608.6079       3587.4445      -2833.6168      -9958.6407      23738.0493          7.2930      18750.4008      18265.3245         -3.5075       -304.9191       -100.2329       -361.6877      -1049.1868      44733.4006        -31.9235        -95.7229       -388.7772      -2940.4246      10486.8551        -13.0931       -510.7607      -2610.9610        485.9607      12895.3389       -334.0471      -3078.2622      12612.6045       -888.4848      -9029.5140      40834.5696         22.3662      59478.3907       9658.2690        242.4799     -15754.8605      63728.4070        -39.7410       -130.5106      50031.7553      -4508.7056      28870.0035        -94.6386         -6.4266      27515.0507        -25.3175      25994.5760       5925.7542      23583.4732        150.1720       -219.6561      12969.7683       -654.1949       5953.1631      50291.5790       -633.7638      67478.0919      18020.0716     -17345.6300      36010.6661
     89719.2287      53586.0839      18209.2491      32945.1313         99.0505        273.4760        147.0265       1676.5067        136.9444        154.0827        582.2275       -210.1998        167.6184        532.2339      -1954.3825         -0.7074      -1282.7996      -1558.4525          0.0566         81.3405         24.0515        108.4095        181.2980      -3671.0616          6.9680         20.8887         92.3257        445.1883       -758.8376          3.1046        130.3756        414.7101        -25.7939      -1033.0932         84.3626        459.1402       -888.4848        155.2142        420.7093      -3310.2956         -4.5399      -4125.9922       -514.0274        -32.1975        811.4402      -5370.3476         10.8939         20.2556      -4090.4261        647.1094      -1509.8319         13.0399          1.6691      -1411.2225          4.8229      -1179.6862       -207.9614      -1248.6443        -21.4486         41.5662       -683.7277         86.4965       -270.4901      -2631.8352         85.2191      -3400.1254       -587.0807        912.8837      -1237.0253
    648643.1577     403344.1384     171363.3590     509802.9275        715.3551        951.5175        620.0887       6283.6119       1112.0440        666.6324       2420.2893      -2717.2488       1212.5203       8341.8799     -15980.3856         -2.8498     -13496.5137     -12275.6120          2.5569         97.4803         38.9879        107.9818        455.0643     -30089.5975         11.3770         34.3872        130.2144       1152.0262      -7521.6911          5.6858        167.0327       1163.5371       -419.9031      -8647.5259        119.4150       1258.6086      -9029.5140        420.7093       9280.8513     -27570.7113         -6.1640     -43072.0919      -8336.6166        -81.6871      13578.5219     -42943.0566         13.0103         59.7870     -33685.0834       1613.8030     -25031.0229         43.0549          7.5755     -23621.2718         19.9888     -23584.7377      -6192.0399     -20344.9121        -49.0251        218.1646     -11030.7597        437.6536      -5365.2982     -43558.1330        210.2250     -58471.4155     -18732.2168      15009.5856     -36976.7440
  -3751430.2837   -2286827.3262    -801940.2987   -1979370.5256      -4239.2530     -11317.3583      -7341.5388     -62769.1982      -6185.8091      -7717.5832     -23480.7876      10831.0351      -9991.4524     -33869.2643      87062.5463         54.0524      60631.8963      68178.7533        -10.1453      -1418.6343       -469.6336      -1786.8040      -4631.0227     164154.0799       -129.8643       -438.3065      -2148.2838     -12831.3102      34324.4346        -36.4342      -2168.2484      -9589.8637       1597.9300      46706.0705      -1681.3820     -13248.7257      40834.5696      -3310.2956     -27570.7113     149778.8918        152.6005     193559.7995      31738.9287       1040.6484     -51304.3721     237842.5640       -170.3494       -599.7696     184126.0573     -20276.1010      94636.3706       -450.2829        -57.2051      89523.9638       -145.3712      77706.3096      17790.1880      77557.5554        624.5146      -1624.6363      42426.3126      -3693.6760      18137.1457     164986.9140      -2899.6708     218339.7598      53984.0065     -56997.6447     109216.0812
     -3834.2930      -2721.2724       -486.6520       -907.8458         -3.1432         13.0706         -4.9035        -59.0468         -5.6200        -11.9265        -23.2103          3.3274         -7.0170        -13.3345         85.7024          0.0805         33.3100         58.8260         -0.1256         -4.1992         -2.5068          1.9828         -9.4428        158.5825         -0.7202         -0.4155         -5.2580        -24.4013         20.0452          0.1217         -6.4004        -12.5979          0.6091         47.7909         -8.3091        -27.4979         22.3662         -4.5399         -6.1640        152.6005          5.1258        101.4745         11.9956          1.6475        -19.1734        213.5744          5.2207         -0.6422        203.5127        -47.9881         35.1131         -0.2183         -0.0911         33.3297         -0.2035         17.7169          2.8754         31.3062          1.1161         -2.2328         17.4790         -5.1221          4.2028         64.7770         -6.3157         77.3493          7.3237        -23.2177         17.2302
  -4706415.5272   -2891615.1189   -1150762.6679   -2844386.9734      -5321.7872     -11772.8507      -7027.1290     -70265.8012      -7929.2263      -7252.4925     -26617.5821      17044.4466     -13611.1110     -47527.0604     112434.4791         37.3758      88612.3498      87354.1239        -19.6407      -1294.8565       -446.2339      -1552.0779      -4938.2586     211926.8848       -141.0099       -432.1555      -1812.6300     -13932.9542      49935.9611        -54.4093      -2188.1961     -12264.9910       2323.7339      60508.1683      -1496.0027     -14473.2462      59478.3907      -4125.9922     -43072.0919     193559.7995        101.4745     283759.7896      46188.8599       1157.7986     -74563.7085     305030.6393       -184.2298       -601.9891     237109.1602     -21385.8737     138075.5162       -458.1757        -29.0186     130164.3003       -120.9006     123837.9070      28289.1403     112805.8725        717.2808      -1024.2532      61374.1496      -3144.5059      28357.4068     240484.1135      -3095.0016     318961.2369      86041.6586     -82931.7983     171868.1475
   -756729.7072    -466357.3448    -184512.0199    -517809.2753       -849.6556      -1549.4383      -1027.9014      -9389.5043      -1288.1882      -1091.5819      -3596.5041       2776.1915      -1718.2998      -8549.4460      18401.6006          6.7176      14414.8196      14257.9498         -3.3227       -142.0255        -53.7856       -165.7613       -630.7278      34677.8781        -15.7362        -50.6746       -222.5771      -1711.1338       8088.0810         -5.9445       -241.9263      -1481.7924        426.0445       9905.5323       -175.5317      -1814.4713       9658.2690       -514.0274      -8336.6166      31738.9287         11.9956      46188.8599       8462.1841        134.3389     -13706.3717      49861.7328        -20.3101        -89.5760      38829.8085      -2640.5436      25366.2441        -67.2767        -10.0395      23862.7946        -24.2620      22479.9910       5589.1295      20661.3298         78.0553       -292.3761      11188.6251       -653.3732       5186.3357      44163.5437       -368.5642      58810.4519      17037.6187     -15231.5365      33974.9690
    -28720.2608     -16915.6278      -5210.2906      -8990.9516        -34.1868       -161.2676        -89.4286       -788.6302        -44.8444        -88.3937       -293.7871         56.1045       -123.4892       -224.2591        607.1483          1.0040        357.0742        493.2632         -0.0891        -14.6930         -4.5864        -18.8861        -48.8071       1147.3942         -1.4113         -4.9639        -27.7717       -157.3550        209.9563         -0.1279        -24.8518        -99.8872          6.6640        318.6618        -17.8696       -153.2036        242.4799        -32.1975        -81.6871       1040.6484          1.6475       1157.7986        134.3389         17.3784       -203.3990       1717.6894         -1.7001         -4.2675       1285.4544       -244.7918        392.6951         -4.9061         -0.1575        363.4270         -1.2102        266.1903         42.9264        329.6402          9.1667         -6.8836        181.4714        -25.5595         61.6452        682.8644        -40.3023        839.8588        121.4156       -236.1609        247.7364
